machine,compiler,repetition,query,engine,threads,query_label,time,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,L1-dcache-loads:u,L1-dcache-load-misses:u,LLC-loads:u,LLC-load-misses:u,L1-icache-loads:u,L1-icache-load-misses:u,dTLB-loads:u,dTLB-load-misses:u,iTLB-loads:u,iTLB-load-misses:u,L1-dcache-prefetches:u,L1-dcache-prefetch-misses:u
parmesan,gcc,0,3,vectorwise,38,q3 vectorwise,52.065,22862.72,0.0,0.0,371896.0,41613998350.0,113161717280.0,,75746667.0,33153497192.0,216532640.0,1379167636.0,1309051344.0,21467409447.0,1662954.0,25240901489.0,75123699.0,2821385338.0,130489.0,,
parmesan,gcc,0,3,hyper,38,q3 hyper,278.216,56841.41,0.0,0.0,776570.0,132547990503.0,91702757057.0,,1606885348.0,65747698486.0,1543285920.0,2303459700.0,2010529970.0,49079914744.0,1088465.0,62196442916.0,1135597309.0,58658959882.0,95631.0,,
parmesan,clang,0,3,hyper,39,q3 hyper,273.492,57099.4,0.0,0.0,777023.0,139101926394.0,88601023556.0,,1621766893.0,63964760097.0,1504588224.0,2294448693.0,2013971392.0,46499555786.0,1021523.0,60180619049.0,1150495256.0,61684735389.0,135902.0,,
parmesan,clang,0,3,vectorwise,39,q3 vectorwise,53.807,24207.66,0.0,0.0,378688.0,43894765941.0,130866938131.0,,72546999.0,35793218017.0,207618092.0,1285947378.0,1190983447.0,25258523144.0,1531008.0,30855821917.0,75229095.0,3465640220.0,132871.0,,
parmesan,gcc,0,3,vectorwise,39,q3 vectorwise,57.63,23498.03,0.0,0.0,353719.0,43826474519.0,141737713046.0,,73953780.0,34267811023.0,219016038.0,1385788785.0,1306670875.0,21898723860.0,1630652.0,27314160904.0,70448639.0,2723971875.0,121350.0,,
parmesan,gcc,0,3,hyper,39,q3 hyper,273.116,56962.32,0.0,0.0,777101.0,136662332624.0,85025441360.0,,1615775405.0,62405762753.0,1483036209.0,2255869262.0,1988176170.0,46935140485.0,927340.0,61785502058.0,1145093666.0,61328566573.0,120633.0,,
parmesan,clang,0,3,vectorwise,40,q3 vectorwise,54.637,24839.73,0.0,0.0,372615.0,43471804666.0,132185302670.0,,78177629.0,35952337288.0,221600153.0,1352094043.0,1278214149.0,26551480021.0,1770542.0,31057592166.0,88687087.0,3443061542.0,155248.0,,
parmesan,clang,0,3,hyper,40,q3 hyper,267.959,57497.83,0.0,0.0,777721.0,138310802377.0,98549810007.0,,1493559487.0,63551736189.0,1454223594.0,2206038757.0,1956959617.0,46863332372.0,1019164.0,64769456366.0,1189265053.0,65441349122.0,148524.0,,
parmesan,gcc,0,3,hyper,40,q3 hyper,266.716,57088.85,0.0,0.0,777623.0,134986923734.0,88253672177.0,,1501868441.0,63973164535.0,1470529809.0,2235964914.0,2014328243.0,49175743731.0,970947.0,63891067097.0,1222015005.0,65591208447.0,161199.0,,
parmesan,gcc,0,3,vectorwise,40,q3 vectorwise,52.044,23879.32,0.0,0.0,372082.0,43016815956.0,120749768940.0,,78660520.0,35271993913.0,214025790.0,1354545019.0,1245006623.0,23201158099.0,1713675.0,24851326630.0,72378579.0,3290391128.0,133569.0,,
