machine,compiler,repetition,query,engine,threads,query_label,time,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,L1-dcache-loads:u,L1-dcache-load-misses:u,LLC-loads:u,LLC-load-misses:u,L1-icache-loads:u,L1-icache-load-misses:u,dTLB-loads:u,dTLB-load-misses:u,iTLB-loads:u,iTLB-load-misses:u,L1-dcache-prefetches:u,L1-dcache-prefetch-misses:u
parmesan,clang,0,5,vectorwise,74,q5 vectorwise,132.196,55365.58,0.0,0.0,515486.0,126383570113.0,179407753312.0,,307819784.0,57051524776.0,1522251409.0,2096541681.0,1673365997.0,44843788958.0,2649715.0,58945494190.0,1357289457.0,15709081421.0,131501.0,,
parmesan,clang,0,5,hyper,74,q5 hyper,129.117,60390.01,0.0,0.0,534715.0,143512526549.0,105702885061.0,,622698313.0,54082028944.0,1705494336.0,2451463661.0,1997439991.0,27787737623.0,2073169.0,53086660149.0,1685862639.0,25599856794.0,253506.0,,
parmesan,gcc,0,5,hyper,75,q5 hyper,127.56,59922.68,0.0,0.0,531458.0,147659478020.0,106035012215.0,,610588387.0,56961692221.0,1704927762.0,2413960759.0,1948913533.0,27620133386.0,1865453.0,52871227254.0,1709533040.0,23517605087.0,227239.0,,
parmesan,gcc,0,5,vectorwise,75,q5 vectorwise,132.299,54831.69,0.0,0.0,521711.0,120897864260.0,174492938653.0,,308621340.0,58106796893.0,1673494503.0,2222638981.0,1733946927.0,44802012220.0,2818045.0,59447863742.0,1180772207.0,14345035638.0,117619.0,,
parmesan,clang,0,5,vectorwise,75,q5 vectorwise,128.343,54644.44,0.0,0.0,515557.0,126778576202.0,222629707750.0,,293085925.0,61013866675.0,1588295387.0,2179610015.0,1753505628.0,36128093643.0,2641432.0,55922374875.0,1379217429.0,15447862723.0,140134.0,,
parmesan,clang,0,5,hyper,75,q5 hyper,128.119,60522.25,0.0,0.0,531334.0,147458358443.0,114856641650.0,,628692059.0,56885942204.0,1649666637.0,2404665027.0,1978389958.0,27460184417.0,1762868.0,53217989825.0,1719003435.0,23764774692.0,229187.0,,
parmesan,gcc,0,5,vectorwise,76,q5 vectorwise,129.2,54547.54,0.0,0.0,521785.0,123397633227.0,178961517754.0,,307502304.0,52956623621.0,1692580192.0,2318072535.0,1850125039.0,32337019681.0,2483282.0,50466309335.0,1397804086.0,15661412487.0,147140.0,,
parmesan,gcc,0,5,hyper,76,q5 hyper,126.968,60466.64,0.0,0.0,531726.0,147072304022.0,109653927701.0,,630987062.0,57085688501.0,1680117139.0,2379698169.0,1932747718.0,27341690446.0,2259082.0,53323537470.0,1724409130.0,23667386757.0,247488.0,,
parmesan,clang,0,5,hyper,76,q5 hyper,126.93,52787.61,0.0,0.0,488587.0,129701423248.0,136513660537.0,,448485956.0,53507287805.0,1502398439.0,2122797972.0,1671698179.0,24524868132.0,1572928.0,44640819643.0,1348814104.0,20430585562.0,175234.0,,
parmesan,clang,0,5,vectorwise,76,q5 vectorwise,128.581,54203.16,0.0,0.0,522081.0,125507795799.0,175460186426.0,,296345146.0,57740535565.0,1576373415.0,2191291357.0,1855398534.0,29367499173.0,2332239.0,48243245320.0,1519613804.0,16480318326.0,145125.0,,
