machine,compiler,repetition,query,engine,threads,query_label,time,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,L1-dcache-loads:u,L1-dcache-load-misses:u,LLC-loads:u,LLC-load-misses:u,L1-icache-loads:u,L1-icache-load-misses:u,dTLB-loads:u,dTLB-load-misses:u,iTLB-loads:u,iTLB-load-misses:u,L1-dcache-prefetches:u,L1-dcache-prefetch-misses:u
parmesan,clang,0,1,hyper,29,q1 hyper,144.801,26882.09,0.0,0.0,350195.0,68855660285.0,278049459934.0,,50283703.0,131349207933.0,1103704064.0,2038260509.0,2031542685.0,40185633179.0,554182.0,134963887851.0,38860230.0,2863416078.0,29524.0,,
parmesan,clang,0,1,vectorwise,29,q1 vectorwise,307.978,55538.76,0.0,0.0,363698.0,149386215569.0,460494542394.0,,89299743.0,201546497248.0,1337340248.0,2127852561.0,2115839082.0,74489590750.0,743251.0,200981199795.0,44275243.0,5434103147.0,42704.0,,
parmesan,clang,0,1,vectorwise,30,q1 vectorwise,298.222,55294.04,0.0,0.0,359521.0,146909564928.0,449029876889.0,,88143831.0,199421078837.0,1368346023.0,2166172691.0,2165400291.0,75495920405.0,863296.0,201866848544.0,43967349.0,5426947302.0,34900.0,,
parmesan,clang,0,1,hyper,30,q1 hyper,140.217,26510.02,0.0,0.0,350254.0,70010903221.0,284062867746.0,,50264846.0,132023703853.0,1152690039.0,2084279141.0,2008059193.0,38757351405.0,336996.0,133781577661.0,38054128.0,2976315537.0,42794.0,,
parmesan,gcc,0,1,hyper,30,q1 hyper,139.719,26210.64,0.0,0.0,350216.0,68989782319.0,276309989384.0,,50706274.0,131670777943.0,1110565798.0,2106195077.0,2003689640.0,38832454628.0,349253.0,134131585182.0,37768167.0,2956128225.0,47176.0,,
parmesan,gcc,0,1,vectorwise,30,q1 vectorwise,297.698,55334.7,0.0,0.0,359049.0,146422398030.0,445878147803.0,,89089204.0,199251267045.0,1362481655.0,2162874071.0,2158564003.0,75219247233.0,809622.0,202682277733.0,43807160.0,5393948864.0,32802.0,,
parmesan,gcc,0,1,hyper,31,q1 hyper,135.283,26365.31,0.0,0.0,350226.0,69145896284.0,274434424052.0,,49948084.0,115792061844.0,1055458649.0,2030696259.0,2050114267.0,40321192677.0,427886.0,136756178764.0,38312073.0,2958056739.0,38183.0,,
parmesan,gcc,0,1,vectorwise,31,q1 vectorwise,288.48,56393.47,0.0,0.0,359692.0,150981357855.0,471084467820.0,,89543986.0,204031520536.0,1326820301.0,2104716206.0,2098860507.0,80351237115.0,585604.0,194383047156.0,43405647.0,5428160510.0,15586.0,,
parmesan,clang,0,1,hyper,31,q1 hyper,135.276,26188.16,0.0,0.0,350283.0,68684831064.0,274994540192.0,,50671117.0,118191343634.0,1081514636.0,2055853196.0,2078719109.0,40286668933.0,366726.0,135736195125.0,38066531.0,2946492461.0,35101.0,,
parmesan,clang,0,1,vectorwise,31,q1 vectorwise,288.627,55080.2,0.0,0.0,359691.0,148939625608.0,448895644776.0,,90350466.0,199955523279.0,1371123197.0,2174355034.0,2171520165.0,73503741884.0,808931.0,199111334056.0,43274299.0,5410601928.0,47761.0,,
