,machine,compiler,repetition,query,engine,threads,query_label,time,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,L1-icache-loads,L1-icache-load-misses,dTLB-loads,dTLB-load-misses,iTLB-loads,iTLB-load-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses
2633,burrata,gcc,1,5,hyper,71,q5 hyper,306.995,123079.07,93370.0,63.0,497361.0,347336096302.0,147765745322.0,,426587146.0,38956474392.0,1629296594.0,,,49317326545.0,27408807.0,54410994022.0,1370866322.0,42565994768.0,235676.0,,
2634,burrata,clang,0,5,hyper,72,q5 hyper,608.8,255608.11,103333.0,59.0,500853.0,744480637605.0,649485965994.0,,412994389.0,170652738845.0,1658839071.0,,,173901928469.0,35543225.0,185188532019.0,1367111682.0,107164384517.0,236062.0,,
2635,burrata,clang,0,5,vectorwise,72,q5 vectorwise,277.092,112214.18,107953.0,444.0,522260.0,309106964560.0,180485069351.0,,452325699.0,53311074084.0,1826314192.0,,,57046524055.0,27197880.0,67379129616.0,1474867897.0,42747938279.0,237173.0,,
2636,burrata,gcc,0,5,hyper,72,q5 hyper,305.552,126071.2,73296.0,58.0,487420.0,355054244266.0,159080999859.0,,424056022.0,40928145176.0,1627293055.0,,,54896970399.0,28242142.0,65279585782.0,1361607931.0,46261868143.0,232303.0,,
2637,burrata,gcc,0,5,vectorwise,72,q5 vectorwise,280.985,111993.54,91155.0,432.0,518964.0,308123011442.0,191375785862.0,,451911100.0,44730176513.0,1833951065.0,,,63186393442.0,25111064.0,56938379428.0,1474464130.0,57528329541.0,212046.0,,
2638,burrata,clang,1,5,hyper,72,q5 hyper,646.383,256638.61,144007.0,41.0,493911.0,747815129926.0,657644048099.0,,406172892.0,172944361817.0,1646050310.0,,,176671459163.0,36038113.0,186180073846.0,1366991038.0,106924053527.0,257500.0,,
2639,burrata,clang,1,5,vectorwise,72,q5 vectorwise,271.659,109700.66,27002.0,435.0,518950.0,307262802610.0,164558197179.0,,445714146.0,49765159346.0,1820117954.0,,,52302955125.0,28279170.0,65143415090.0,1468331153.0,41155707150.0,198623.0,,
2640,burrata,gcc,1,5,hyper,72,q5 hyper,335.51,124876.44,97162.0,110.0,491389.0,354870141532.0,153376246660.0,,423573655.0,39890793869.0,1623840124.0,,,52363225160.0,27064383.0,64280326719.0,1371881963.0,44279350837.0,226006.0,,
2641,burrata,gcc,1,5,vectorwise,72,q5 vectorwise,274.872,111921.55,244301.0,444.0,519424.0,309647100199.0,196704124051.0,,448364321.0,45405988621.0,1812895242.0,,,65009296405.0,26441354.0,57971682821.0,1469331605.0,60017744731.0,205573.0,,
2642,burrata,clang,0,5,hyper,73,q5 hyper,598.579,255505.87,178906.0,51.0,500158.0,744645100890.0,648351890917.0,,411615325.0,171213873105.0,1646864206.0,,,174287073926.0,42009816.0,183801037202.0,1386890199.0,106353740889.0,237887.0,,
2643,burrata,clang,0,5,vectorwise,73,q5 vectorwise,271.888,113843.07,280133.0,434.0,518703.0,316120387383.0,195270045606.0,,447078723.0,55462677341.0,1807830711.0,,,60508793221.0,33430487.0,69649985226.0,1451097383.0,46469235420.0,254050.0,,
2644,burrata,gcc,0,5,hyper,73,q5 hyper,305.408,123895.19,57321.0,56.0,499302.0,348060855045.0,147175145521.0,,431455372.0,39031288773.0,1630522541.0,,,49403407103.0,24774827.0,53028944295.0,1363687257.0,42290050881.0,239706.0,,
2645,burrata,gcc,0,5,vectorwise,73,q5 vectorwise,276.247,114867.98,120614.0,443.0,518818.0,317526952600.0,217110306205.0,,447625523.0,49093595339.0,1802234411.0,,,72266420451.0,26361969.0,60970749518.0,1467051405.0,66397901452.0,221114.0,,
2646,burrata,clang,1,5,vectorwise,73,q5 vectorwise,268.496,112098.09,157816.0,452.0,518671.0,310827504511.0,181349456658.0,,450516196.0,53590004750.0,1824585950.0,,,57293631874.0,27966267.0,67180731145.0,1461147206.0,42483533779.0,241444.0,,
2647,burrata,clang,1,5,hyper,73,q5 hyper,608.552,257124.57,81809.0,55.0,497157.0,745357244530.0,653325735920.0,,417394178.0,170899015423.0,1668082396.0,,,173681509283.0,38703179.0,185367503021.0,1364674382.0,107538069555.0,219964.0,,
2648,burrata,gcc,1,5,vectorwise,73,q5 vectorwise,269.181,111408.28,57904.0,438.0,518666.0,307802601074.0,187317057704.0,,451330923.0,43890651795.0,1813063228.0,,,61442811815.0,26136927.0,56094468594.0,1464669593.0,57011172702.0,226460.0,,
2649,burrata,gcc,1,5,hyper,73,q5 hyper,299.741,124117.06,97958.0,51.0,497639.0,347482094923.0,146695540175.0,,423306198.0,38862866429.0,1630342657.0,,,49027006083.0,26526361.0,54331639859.0,1349088595.0,41690845593.0,226021.0,,
2650,burrata,clang,0,5,hyper,74,q5 hyper,599.567,257143.7,41414.0,36.0,489216.0,749280253432.0,646758441543.0,,411039039.0,169232781086.0,1676200824.0,,,172093431236.0,35637954.0,184494077864.0,1391360872.0,107084441074.0,224965.0,,
2651,burrata,clang,0,5,vectorwise,74,q5 vectorwise,269.089,112526.42,178246.0,436.0,519145.0,310897512856.0,179455375169.0,,448433794.0,52970923326.0,1804908731.0,,,56417247234.0,27463968.0,66298289827.0,1461906564.0,42121834447.0,237557.0,,
2652,burrata,gcc,0,5,hyper,74,q5 hyper,301.15,123947.64,52384.0,57.0,490271.0,348994200032.0,136712970510.0,,420927211.0,37501935675.0,1625392226.0,,,48347058961.0,27771310.0,52740044777.0,1372007019.0,38983751539.0,204656.0,,
2653,burrata,gcc,0,5,vectorwise,74,q5 vectorwise,265.324,111408.91,78252.0,454.0,522343.0,307018015479.0,181748394961.0,,450067711.0,42811487980.0,1813863771.0,,,60166461435.0,24983224.0,55698572375.0,1473054724.0,55567397000.0,236069.0,,
2654,burrata,clang,1,5,hyper,74,q5 hyper,600.577,258547.88,91926.0,50.0,490738.0,750959295907.0,659582835844.0,,419619055.0,171541793553.0,1680465598.0,,,174041781551.0,38664540.0,184177038876.0,1389719420.0,108251733048.0,228578.0,,
2655,burrata,clang,1,5,vectorwise,74,q5 vectorwise,270.476,111690.52,97036.0,438.0,522005.0,308303520646.0,176509314809.0,,451642217.0,51928814048.0,1822740220.0,,,55518494815.0,26914788.0,66693791331.0,1456557400.0,42860504570.0,249975.0,,
2656,burrata,gcc,1,5,hyper,74,q5 hyper,292.42,123314.83,175098.0,70.0,501468.0,350785713816.0,156065398550.0,,427835203.0,40920080257.0,1622770653.0,,,52585041218.0,25358413.0,55031492719.0,1363621807.0,44180460767.0,221332.0,,
2657,burrata,gcc,1,5,vectorwise,74,q5 vectorwise,270.111,112559.67,199116.0,440.0,518901.0,311982223683.0,199855067278.0,,453409177.0,46242685788.0,1820098160.0,,,66497898837.0,31131889.0,58816325964.0,1458222071.0,62367379151.0,205503.0,,
2658,burrata,clang,0,5,vectorwise,75,q5 vectorwise,268.111,112666.87,78856.0,452.0,519241.0,310990807812.0,179664750522.0,,452070805.0,52295740851.0,1814515248.0,,,54971474255.0,27190134.0,66319483233.0,1462807403.0,42485197373.0,245406.0,,
2659,burrata,clang,0,5,hyper,75,q5 hyper,592.822,257497.91,59682.0,60.0,491858.0,747940151396.0,643023112568.0,,405798576.0,170007427322.0,1656312767.0,,,173070446532.0,35799241.0,185283376457.0,1377360099.0,105448699908.0,215793.0,,
2660,burrata,gcc,0,5,vectorwise,75,q5 vectorwise,267.509,113411.7,154534.0,470.0,519360.0,313096696271.0,202732138260.0,,448824064.0,46087082373.0,1802738907.0,,,66002094385.0,25347319.0,58669379780.0,1466593464.0,61634629946.0,228618.0,,
2661,burrata,gcc,0,5,hyper,75,q5 hyper,295.267,125092.46,124564.0,53.0,491818.0,352614843567.0,153526301724.0,,426199899.0,40539268705.0,1628741976.0,,,52372983938.0,25127568.0,54418469519.0,1366317214.0,42362161855.0,235151.0,,
2662,burrata,clang,1,5,vectorwise,75,q5 vectorwise,292.732,112674.13,186870.0,463.0,522200.0,309344995888.0,174586429030.0,,449710599.0,52398408367.0,1825322710.0,,,55638964250.0,28100672.0,66403675164.0,1458013013.0,41718934423.0,243035.0,,
2663,burrata,clang,1,5,hyper,75,q5 hyper,592.232,257501.86,55053.0,84.0,499212.0,746606044059.0,646444990077.0,,400715703.0,169991676843.0,1662034917.0,,,174919709770.0,37129712.0,186611414827.0,1367250592.0,107803524572.0,243518.0,,
2664,burrata,gcc,1,5,vectorwise,75,q5 vectorwise,264.93,112689.68,173483.0,449.0,518940.0,311502654540.0,188636131561.0,,451911626.0,44523835942.0,1804821602.0,,,62808146441.0,25536524.0,56320121912.0,1480492587.0,56653008619.0,217160.0,,
2665,burrata,gcc,1,5,hyper,75,q5 hyper,298.22,124891.07,71212.0,58.0,491434.0,347339527199.0,151020735975.0,,429986983.0,39173673240.0,1633917635.0,,,49759695699.0,28648735.0,53654246153.0,1362406998.0,44166957471.0,247839.0,,
2666,burrata,clang,0,5,vectorwise,76,q5 vectorwise,259.598,111911.42,106050.0,467.0,522685.0,307210360493.0,174685318051.0,,450415382.0,51861039452.0,1818069523.0,,,54481193397.0,27297389.0,65464249113.0,1459297307.0,41071070194.0,247243.0,,
2667,burrata,clang,0,5,hyper,76,q5 hyper,587.928,260061.65,345154.0,79.0,494895.0,756301573125.0,664302723170.0,,411708317.0,173967722169.0,1652094020.0,,,179769255450.0,44322217.0,188389519663.0,1380715243.0,110279031709.0,230896.0,,
2668,burrata,gcc,0,5,vectorwise,76,q5 vectorwise,260.537,111911.81,100405.0,464.0,525970.0,308367565016.0,185944029446.0,,454670305.0,43991861908.0,1829600981.0,,,61507147541.0,25601530.0,56432676857.0,1473281914.0,56803112600.0,225064.0,,
2669,burrata,gcc,0,5,hyper,76,q5 hyper,292.694,124552.0,56708.0,59.0,498422.0,348981832271.0,150554644120.0,,427235753.0,38714141496.0,1616300156.0,,,48703263735.0,26490260.0,52773483434.0,1360656587.0,44294145542.0,237137.0,,
2670,burrata,clang,1,5,vectorwise,76,q5 vectorwise,263.362,111828.1,102157.0,467.0,519849.0,310479131444.0,178843577773.0,,457598872.0,52089411241.0,1834439685.0,,,54989151598.0,27446253.0,66718087151.0,1453203505.0,43818204095.0,258822.0,,
2671,burrata,clang,1,5,hyper,76,q5 hyper,586.876,258230.38,53122.0,49.0,492368.0,749983807732.0,643328776164.0,,406624876.0,169723093909.0,1661953620.0,,,173397750151.0,35638445.0,185880144466.0,1373059608.0,106135537737.0,246829.0,,
2672,burrata,gcc,1,5,vectorwise,76,q5 vectorwise,268.536,112821.18,112286.0,468.0,520021.0,311271554028.0,200043945731.0,,453330954.0,45720347662.0,1815802546.0,,,65821087775.0,26161380.0,58398042625.0,1460367335.0,61997039992.0,219273.0,,
2673,burrata,gcc,1,5,hyper,76,q5 hyper,291.501,124680.83,172067.0,80.0,492951.0,348820237583.0,163335809154.0,,414724911.0,41661624635.0,1610002069.0,,,55245590741.0,26848435.0,57143143193.0,1352904718.0,47005226147.0,271891.0,,
2674,burrata,clang,0,5,vectorwise,77,q5 vectorwise,258.529,113488.2,60259.0,464.0,520127.0,313406399409.0,184710744946.0,,454627765.0,53289121557.0,1824457072.0,,,56740545512.0,27260952.0,67675932818.0,1443600337.0,43528522890.0,260026.0,,
2675,burrata,clang,0,5,hyper,77,q5 hyper,579.946,258877.15,50521.0,62.0,490697.0,752115327677.0,652972743403.0,,410845211.0,170594666189.0,1660690942.0,,,173640247805.0,38862886.0,185534216394.0,1374547468.0,108606900489.0,222571.0,,
2676,burrata,gcc,0,5,vectorwise,77,q5 vectorwise,305.695,115877.41,197274.0,468.0,523017.0,317704592044.0,205168211541.0,,450383086.0,47527884552.0,1816785119.0,,,68066579505.0,29607433.0,59800793396.0,1466062760.0,63628948321.0,234007.0,,
2677,burrata,gcc,0,5,hyper,77,q5 hyper,294.903,126025.92,66777.0,54.0,491908.0,354253563275.0,142686619528.0,,429401956.0,38364673674.0,1634347536.0,,,49513377713.0,25220448.0,64157422309.0,1371028783.0,42166894982.0,243931.0,,
2678,burrata,clang,1,5,vectorwise,77,q5 vectorwise,263.178,113536.85,97658.0,469.0,519831.0,313830301610.0,190678673684.0,,450596646.0,53768791779.0,1812956402.0,,,58104523312.0,28577772.0,68576040438.0,1450095568.0,44528397875.0,259674.0,,
2679,burrata,clang,1,5,hyper,77,q5 hyper,614.276,259864.74,73964.0,50.0,488590.0,752366902177.0,669251496258.0,,407523129.0,173875450430.0,1650253830.0,,,180062136103.0,36793897.0,188000583125.0,1372197188.0,111680412594.0,252243.0,,
2680,burrata,gcc,1,5,vectorwise,77,q5 vectorwise,257.869,113036.64,188914.0,460.0,520140.0,312678329251.0,192284800484.0,,451384139.0,44775293974.0,1808542264.0,,,63476496549.0,26870485.0,57015301717.0,1468225385.0,58430835569.0,234592.0,,
2681,burrata,gcc,1,5,hyper,77,q5 hyper,324.957,126672.86,146172.0,78.0,499878.0,352787335849.0,149816924061.0,,416157904.0,38825869595.0,1630918214.0,,,50189257219.0,28002441.0,65916090827.0,1368417440.0,44492278250.0,265771.0,,
2682,burrata,clang,0,5,hyper,78,q5 hyper,577.337,260137.43,200107.0,90.0,493677.0,754648421136.0,662463518316.0,,409526682.0,172992477588.0,1652506171.0,,,177512966683.0,44900868.0,187261142074.0,1381560303.0,109476011692.0,262427.0,,
2683,burrata,clang,0,5,vectorwise,78,q5 vectorwise,260.31,116023.65,109450.0,468.0,519990.0,321209652469.0,222093628652.0,,445827032.0,58197996855.0,1789942191.0,,,66632936694.0,28141111.0,72819066279.0,1447772350.0,52290189442.0,246398.0,,
2684,burrata,gcc,0,5,hyper,78,q5 hyper,291.094,126650.14,376679.0,110.0,499043.0,355740741479.0,153275748000.0,,422359687.0,40308414273.0,1610897591.0,,,52617357055.0,29023155.0,55674837301.0,1368770590.0,44355664417.0,273429.0,,
2685,burrata,gcc,0,5,vectorwise,78,q5 vectorwise,254.847,113356.12,104271.0,483.0,520147.0,312653468830.0,197124963889.0,,452692865.0,45467912512.0,1801179119.0,,,64363763658.0,26430199.0,57359912779.0,1467816376.0,59658941765.0,252107.0,,
2686,burrata,clang,1,5,hyper,78,q5 hyper,611.893,258316.56,110523.0,104.0,497613.0,749082715488.0,653941338355.0,,412880227.0,171634539281.0,1663996653.0,,,174117665579.0,39157886.0,185861417240.0,1380577296.0,108403704526.0,252810.0,,
2687,burrata,clang,1,5,vectorwise,78,q5 vectorwise,262.299,115112.35,460280.0,479.0,520503.0,317336545949.0,196096355009.0,,455291488.0,56225781449.0,1822579523.0,,,60837677640.0,32163075.0,70282988881.0,1449366150.0,46375611511.0,249067.0,,
2688,burrata,gcc,1,5,hyper,78,q5 hyper,305.297,124958.48,140291.0,51.0,493760.0,348739101273.0,153812254251.0,,414453949.0,40102861726.0,1612746222.0,,,52491007988.0,27841950.0,56010209159.0,1365730104.0,44762719899.0,254633.0,,
2689,burrata,gcc,1,5,vectorwise,78,q5 vectorwise,260.547,111627.2,127054.0,482.0,519916.0,305394544866.0,189168189313.0,,455708337.0,44008025397.0,1810153388.0,,,62614696447.0,26807408.0,56960392107.0,1462169794.0,58622625755.0,243806.0,,
2690,burrata,clang,0,5,hyper,79,q5 hyper,570.01,260822.96,262095.0,65.0,499441.0,755242838385.0,671675022396.0,,411050189.0,174874757911.0,1652675639.0,,,180832562063.0,42504949.0,188877049253.0,1378621422.0,112951149516.0,245866.0,,
2691,burrata,clang,0,5,vectorwise,79,q5 vectorwise,259.73,113583.01,109221.0,471.0,524056.0,311620369118.0,173745211802.0,,453095281.0,51401364282.0,1811511246.0,,,54597832096.0,28206790.0,66749493791.0,1461242115.0,42509500869.0,266189.0,,
2692,burrata,gcc,0,5,hyper,79,q5 hyper,325.918,126622.38,181402.0,69.0,494318.0,349831729634.0,157604334873.0,,428756717.0,41018214841.0,1637563973.0,,,51915548389.0,32998060.0,54055782466.0,1339967604.0,43257277233.0,256537.0,,
2693,burrata,gcc,0,5,vectorwise,79,q5 vectorwise,252.651,112890.99,71506.0,487.0,520271.0,310713385494.0,187708147935.0,,454233169.0,43769585887.0,1805792298.0,,,60926168011.0,26216139.0,56601467401.0,1469705400.0,57251840404.0,245719.0,,
2694,burrata,clang,1,5,hyper,79,q5 hyper,570.337,259410.53,46348.0,64.0,488975.0,748140452748.0,652366419437.0,,405692390.0,170785746600.0,1659958767.0,,,174055901875.0,37324772.0,185471091297.0,1375936372.0,108441392244.0,260527.0,,
2695,burrata,clang,1,5,vectorwise,79,q5 vectorwise,255.945,112780.26,202319.0,479.0,520392.0,308511030317.0,172533344316.0,,451560208.0,51422619317.0,1819163239.0,,,53760057948.0,29585725.0,65579208022.0,1444806494.0,41279679946.0,274414.0,,
2696,burrata,gcc,1,5,hyper,79,q5 hyper,288.754,126712.15,68797.0,74.0,500068.0,349964460433.0,150666487197.0,,421074086.0,39176554625.0,1627622730.0,,,49894106915.0,28730089.0,63319994280.0,1344531011.0,43984442385.0,275034.0,,
2697,burrata,gcc,1,5,vectorwise,79,q5 vectorwise,256.574,113572.49,107667.0,481.0,520059.0,311669035474.0,190053883529.0,,452373342.0,44332025668.0,1809440677.0,,,62370714864.0,26416687.0,56947593722.0,1468343147.0,58960784660.0,240783.0,,
2698,burrata,clang,0,5,vectorwise,80,q5 vectorwise,248.467,114033.24,127422.0,485.0,520624.0,313751705669.0,190126048412.0,,447055609.0,54104333022.0,1810782378.0,,,59320499091.0,28559025.0,67922001055.0,1442708048.0,44150434254.0,248000.0,,
2699,burrata,clang,0,5,hyper,80,q5 hyper,562.178,260064.53,314914.0,84.0,499738.0,751623838379.0,662297949923.0,,406572255.0,173718775335.0,1656760203.0,,,179949730495.0,44999592.0,188055540712.0,1374845262.0,108875669504.0,267482.0,,
2700,burrata,gcc,0,5,vectorwise,80,q5 vectorwise,252.002,116600.68,78605.0,483.0,520817.0,319708092037.0,230193799638.0,,452022823.0,50697780692.0,1803178430.0,,,74731475664.0,26418885.0,62274616659.0,1448032754.0,69726944859.0,249774.0,,
2701,burrata,gcc,0,5,hyper,80,q5 hyper,291.035,129147.78,192719.0,42.0,498694.0,355365416255.0,156300479585.0,,422407879.0,40944306623.0,1611295165.0,,,53156641417.0,29479717.0,65102493955.0,1358232868.0,44869406006.0,260349.0,,
2706,burrata,clang,1,5,vectorwise,80,q5 vectorwise,255.199,112990.46,39041.0,485.0,520658.0,309995262242.0,172937959325.0,,451947058.0,51012591658.0,1816170643.0,,,54758795776.0,28485876.0,66405224901.0,1457665621.0,42103051726.0,252717.0,,
2707,burrata,clang,1,5,hyper,80,q5 hyper,593.117,260482.76,86029.0,77.0,489325.0,754625777157.0,664153235743.0,,414586774.0,172638493069.0,1657261676.0,,,175427021042.0,40923946.0,186653283368.0,1372381922.0,110225117839.0,261534.0,,
2708,burrata,gcc,1,5,vectorwise,80,q5 vectorwise,255.065,114021.75,131175.0,492.0,520383.0,312683162909.0,195121599318.0,,452694349.0,45423265185.0,1811316952.0,,,64799616604.0,26092476.0,57934079176.0,1461196217.0,59943817955.0,245237.0,,
2709,burrata,gcc,1,5,hyper,80,q5 hyper,286.084,126281.57,79665.0,108.0,494058.0,347032718690.0,148381394703.0,,421413551.0,38773876605.0,1631815010.0,,,48333116126.0,31032838.0,52680739505.0,1337794816.0,41839204039.0,300120.0,,
2710,burrata,clang,0,5,hyper,81,q5 hyper,560.401,261198.54,267819.0,121.0,494059.0,754848427752.0,667755379602.0,,412302814.0,174315594552.0,1661777899.0,,,178687294300.0,44168860.0,188180054195.0,1378263748.0,110374675300.0,259760.0,,
2711,burrata,clang,0,5,vectorwise,81,q5 vectorwise,248.532,113593.91,128787.0,488.0,520501.0,311862176120.0,174244351725.0,,453250115.0,51720253479.0,1809316359.0,,,55243750727.0,28262827.0,67049120354.0,1456395670.0,42297243778.0,264042.0,,
2712,burrata,gcc,0,5,hyper,81,q5 hyper,286.703,127876.69,49314.0,43.0,494352.0,355690026762.0,153050683900.0,,411795089.0,39080869232.0,1636127600.0,,,50556307215.0,24822435.0,55602615405.0,1413389968.0,45989749980.0,223781.0,,
2713,burrata,gcc,0,5,vectorwise,81,q5 vectorwise,251.443,114885.97,210947.0,498.0,520877.0,313582130255.0,192216705623.0,,452743478.0,45136813387.0,1819174275.0,,,63612906016.0,28194417.0,57117788664.0,1456781467.0,58441744718.0,240976.0,,
2714,burrata,clang,1,5,hyper,81,q5 hyper,557.922,260641.91,118400.0,84.0,498798.0,753117799478.0,669489688780.0,,414899906.0,174009176960.0,1652327255.0,,,179222511356.0,38158633.0,188896495608.0,1377042368.0,112531582231.0,250891.0,,
2715,burrata,clang,1,5,vectorwise,81,q5 vectorwise,248.84,113390.26,76599.0,488.0,520353.0,311455025155.0,172294426756.0,,453961074.0,51101789446.0,1815511343.0,,,54233886966.0,28087537.0,66476604627.0,1450525799.0,42401546176.0,268877.0,,
2716,burrata,gcc,1,5,hyper,81,q5 hyper,284.215,126548.43,159014.0,115.0,492881.0,351518792177.0,154092714153.0,,427726516.0,39780380719.0,1643816459.0,,,49778569307.0,30530288.0,53723793974.0,1377392370.0,43747413568.0,239421.0,,
2717,burrata,gcc,1,5,vectorwise,81,q5 vectorwise,245.783,117026.54,266053.0,496.0,520681.0,322964334181.0,223534734446.0,,446273897.0,50942885465.0,1795860269.0,,,74399053924.0,28353011.0,62479775988.0,1451169087.0,67093291269.0,209193.0,,
2718,burrata,clang,0,5,hyper,82,q5 hyper,549.858,260229.57,63897.0,79.0,500737.0,751580962977.0,663828610464.0,,414351834.0,173326265615.0,1652075427.0,,,177380489797.0,37494404.0,187234336761.0,1372645116.0,110569335064.0,251024.0,,
2719,burrata,clang,0,5,vectorwise,82,q5 vectorwise,254.36,114747.85,117599.0,496.0,520503.0,314757023113.0,181592192343.0,,455775534.0,52645458298.0,1801849367.0,,,56101348348.0,29834994.0,68423862423.0,1457104070.0,44031355689.0,272415.0,,
2720,burrata,gcc,0,5,hyper,82,q5 hyper,288.526,128345.52,102625.0,66.0,494546.0,351281729339.0,148495795558.0,,419650648.0,39292859222.0,1648845304.0,,,50934429372.0,27460614.0,56707145457.0,1392662643.0,44146489286.0,268558.0,,
2721,burrata,gcc,0,5,vectorwise,82,q5 vectorwise,247.941,113851.87,163094.0,498.0,521065.0,312066154595.0,184931195438.0,,457653162.0,44007541979.0,1829349122.0,,,61175152961.0,27491232.0,55673166693.0,1460205936.0,56225829632.0,246897.0,,
2722,burrata,clang,1,5,hyper,82,q5 hyper,548.366,259570.82,55118.0,45.0,499182.0,751734875600.0,662897555788.0,,413099204.0,172975098897.0,1653182949.0,,,176347220087.0,38309681.0,186467572013.0,1366130837.0,108846092829.0,275275.0,,
2723,burrata,clang,1,5,vectorwise,82,q5 vectorwise,256.903,113695.51,85385.0,499.0,520885.0,310913361689.0,181975215795.0,,453203684.0,52371921204.0,1807249032.0,,,57060558080.0,29552892.0,67847637331.0,1451975190.0,43723670098.0,284079.0,,
2724,burrata,gcc,1,5,hyper,82,q5 hyper,283.656,128284.71,103702.0,51.0,495742.0,358848286991.0,158038601733.0,,428686694.0,40762240320.0,1653581413.0,,,51410968931.0,27166386.0,55661120608.0,1394713792.0,45120878092.0,223631.0,,
2725,burrata,gcc,1,5,vectorwise,82,q5 vectorwise,250.669,114280.9,81320.0,493.0,520962.0,314156947417.0,190476840067.0,,451403745.0,44742192233.0,1804302536.0,,,62826218834.0,27102000.0,56943483728.0,1462294375.0,58182536157.0,247370.0,,
2726,burrata,clang,0,5,hyper,83,q5 hyper,533.11,259429.69,166567.0,38.0,504471.0,758166827922.0,668810748757.0,,405282415.0,172362448567.0,1659793683.0,,,176473942766.0,38809314.0,184755991599.0,1390603626.0,109618093508.0,246170.0,,
2727,burrata,clang,0,5,vectorwise,83,q5 vectorwise,246.869,115749.39,195771.0,498.0,521364.0,319326449432.0,190719367308.0,,450999315.0,54966008411.0,1811806463.0,,,59787588373.0,29974821.0,69580683262.0,1441749476.0,44915139212.0,283099.0,,
2728,burrata,gcc,0,5,hyper,83,q5 hyper,286.379,129087.83,81269.0,102.0,493938.0,358563930122.0,157214601466.0,,431572335.0,40211257818.0,1652305571.0,,,50894561571.0,29641730.0,64488019771.0,1387442152.0,44712778543.0,228281.0,,
2729,burrata,gcc,0,5,vectorwise,83,q5 vectorwise,244.858,115016.28,91597.0,518.0,524077.0,314369709910.0,191729110802.0,,454839811.0,44951289434.0,1815859804.0,,,63014726914.0,27451456.0,56951902974.0,1460508766.0,58020910744.0,234937.0,,
2730,burrata,clang,1,5,hyper,83,q5 hyper,550.848,261777.5,167255.0,74.0,492648.0,752448576119.0,664936397238.0,,411972093.0,173190713818.0,1659077460.0,,,177697145146.0,42789650.0,187894824526.0,1374828510.0,110628027713.0,268887.0,,
2731,burrata,clang,1,5,vectorwise,83,q5 vectorwise,250.836,115935.58,151997.0,501.0,521072.0,318231430575.0,195921667702.0,,452323714.0,55214196699.0,1821172973.0,,,59214028417.0,29916259.0,68783055355.0,1444464572.0,45034599359.0,295046.0,,
2732,burrata,gcc,1,5,hyper,83,q5 hyper,270.224,126159.99,56515.0,57.0,501137.0,358213621615.0,142795594641.0,,440641060.0,38096087034.0,1620744326.0,,,47754046042.0,27951119.0,53197606891.0,1380066382.0,41356466606.0,238985.0,,
2733,burrata,gcc,1,5,vectorwise,83,q5 vectorwise,259.131,115361.49,187605.0,500.0,521335.0,315573360671.0,197173105877.0,,453734648.0,45046741649.0,1805150380.0,,,63906106695.0,30232346.0,57982384080.0,1468737533.0,60467738127.0,242810.0,,
2734,burrata,clang,0,5,hyper,84,q5 hyper,537.012,261216.68,56524.0,98.0,501600.0,756681613348.0,667936431206.0,,411830552.0,171594598006.0,1664629246.0,,,174702839045.0,40315158.0,185198546587.0,1394187747.0,112411616446.0,220600.0,,
2735,burrata,clang,0,5,vectorwise,84,q5 vectorwise,246.371,117032.52,247246.0,518.0,521531.0,319732292261.0,206478367936.0,,446998805.0,56883840447.0,1800596667.0,,,63320151893.0,30211327.0,71491751227.0,1442789742.0,48390634199.0,275972.0,,
2736,burrata,gcc,0,5,hyper,84,q5 hyper,280.245,128776.75,93446.0,73.0,491498.0,358058086062.0,159889670776.0,,437498773.0,41263433462.0,1632012576.0,,,52017608370.0,26577767.0,54955029712.0,1397537134.0,44322995567.0,239626.0,,
2737,burrata,gcc,0,5,vectorwise,84,q5 vectorwise,251.001,114964.2,37756.0,519.0,521384.0,313269756353.0,191437242369.0,,448680606.0,44346035039.0,1805252956.0,,,63812750169.0,28102337.0,57780852114.0,1476770683.0,59576164017.0,212584.0,,
2738,burrata,clang,1,5,hyper,84,q5 hyper,538.873,260294.16,123115.0,58.0,493398.0,751214111369.0,659726849522.0,,402984074.0,172458023354.0,1657820510.0,,,176019359485.0,37844478.0,186812423375.0,1376671966.0,108703157379.0,261050.0,,
2739,burrata,clang,1,5,vectorwise,84,q5 vectorwise,242.896,114620.46,127971.0,510.0,524337.0,314519263681.0,185859281351.0,,450134911.0,53488723617.0,1811715312.0,,,57455561235.0,30562894.0,68102571192.0,1448075010.0,43859700593.0,260328.0,,
2740,burrata,gcc,1,5,hyper,84,q5 hyper,274.539,127029.94,44642.0,62.0,500340.0,356804806117.0,147687946060.0,,440225311.0,38774562975.0,1634532519.0,,,48338831629.0,26343036.0,55267721909.0,1366073335.0,42843563102.0,285543.0,,
2741,burrata,gcc,1,5,vectorwise,84,q5 vectorwise,247.254,113803.21,55414.0,503.0,521261.0,311676696429.0,181780189747.0,,442258147.0,43383154657.0,1808437960.0,,,61669931868.0,28012928.0,56643114242.0,1472896481.0,55676297170.0,228199.0,,
