machine,compiler,repetition,query,engine,threads,query_label,time,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,L1-icache-loads,L1-icache-load-misses,dTLB-loads,dTLB-load-misses,iTLB-loads,iTLB-load-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses
burrata,gcc,0,6,hyper,96,q6 hyper,69.027,65267.08,31138.0,35.0,258239.0,189063491476.0,110331310244.0,,120026198.0,21079959223.0,286551807.0,,,31553289658.0,10309104.0,23007404809.0,57304578.0,22310774311.0,24982.0,,
burrata,clang,0,6,vectorwise,104,q6 vectorwise,62.431,73044.82,100027.0,1172.0,282245.0,195600136909.0,100545898242.0,,66390247.0,26537095314.0,834956638.0,,,28378977293.0,19456492.0,31236566387.0,66115615.0,18822910556.0,223976.0,,
burrata,clang,0,6,hyper,104,q6 hyper,69.18,74026.42,313813.0,33.0,258689.0,217431077730.0,92199483239.0,,122978951.0,22678366237.0,298050158.0,,,26287456053.0,14068289.0,25143762614.0,59369043.0,17898931653.0,40293.0,,
burrata,gcc,0,6,vectorwise,104,q6 vectorwise,66.271,70220.58,130285.0,1046.0,281399.0,188802582973.0,98853105527.0,,44824190.0,28654072763.0,739788587.0,,,26453240836.0,14713676.0,32682619108.0,59731017.0,24690728588.0,195225.0,,
burrata,gcc,0,6,hyper,104,q6 hyper,69.701,73541.79,93043.0,33.0,258082.0,214705935958.0,110920058394.0,,120168411.0,21089651703.0,288921970.0,,,31663746039.0,13602867.0,24090222808.0,58605119.0,22855685039.0,64211.0,,
burrata,clang,0,6,vectorwise,112,q6 vectorwise,62.829,71458.28,172994.0,1137.0,281641.0,190802591359.0,88207061303.0,,60992544.0,23780761774.0,760376207.0,,,23284393155.0,19438408.0,26927431273.0,60636371.0,14931198074.0,222097.0,,
burrata,clang,0,6,hyper,112,q6 hyper,70.08,76562.27,85754.0,53.0,259188.0,223751644971.0,88880120889.0,,123298814.0,21662485680.0,304120350.0,,,25072387822.0,14037828.0,24662183241.0,60282946.0,17145764752.0,98499.0,,
burrata,gcc,0,6,vectorwise,112,q6 vectorwise,67.102,75230.37,86658.0,1132.0,282151.0,199755376682.0,98658743751.0,,45268080.0,28761812055.0,749729285.0,,,26587821429.0,16237430.0,33080558315.0,60500353.0,24662915275.0,259509.0,,
burrata,gcc,0,6,hyper,112,q6 hyper,69.803,76420.75,212821.0,42.0,258777.0,223873559463.0,115193611874.0,,122369645.0,22052379763.0,293968656.0,,,32942306080.0,13525878.0,25216299011.0,58097410.0,24047054016.0,56378.0,,
burrata,clang,0,6,hyper,120,q6 hyper,70.457,81157.47,411927.0,45.0,259162.0,238950573622.0,97458370158.0,,125814099.0,24273920806.0,302254765.0,,,27803999203.0,15587420.0,26158913621.0,63031876.0,18722561148.0,88091.0,,
burrata,clang,0,6,vectorwise,120,q6 vectorwise,63.672,80971.39,138338.0,1225.0,282683.0,219757360781.0,132318256804.0,,61177987.0,29017676192.0,755933985.0,,,34710009882.0,20787720.0,33512695941.0,60638506.0,29084553349.0,212899.0,,
burrata,gcc,0,6,hyper,120,q6 hyper,69.964,84522.1,91599.0,38.0,258502.0,249143837997.0,113284068706.0,,121244535.0,21820425865.0,294625121.0,,,32691646081.0,12855777.0,25181945359.0,58996126.0,23355751236.0,99931.0,,
burrata,gcc,0,6,vectorwise,120,q6 vectorwise,68.083,83197.2,120045.0,1230.0,283276.0,221798349492.0,112013556100.0,,45940502.0,31030861999.0,744577681.0,,,31936900249.0,19280020.0,36012776570.0,61982698.0,29243182557.0,250095.0,,
burrata,gcc,0,6,vectorwise,128,q6 vectorwise,69.558,89326.02,105418.0,1303.0,283148.0,239615649076.0,116940630392.0,,46407388.0,31687141284.0,746806809.0,,,32412764386.0,20397406.0,37421483042.0,60641084.0,30833599367.0,235800.0,,
burrata,gcc,0,6,hyper,128,q6 hyper,71.19,85588.99,554137.0,64.0,258626.0,250333758289.0,125389798731.0,,127728527.0,24702641866.0,293726332.0,,,35949607142.0,18497513.0,28200531669.0,61959701.0,27254218087.0,78795.0,,
burrata,clang,0,6,vectorwise,128,q6 vectorwise,73.025,84153.62,108995.0,1200.0,282993.0,224399727878.0,169493393213.0,,55806158.0,36948750991.0,666492563.0,,,60456002777.0,22663528.0,43718923580.0,57157732.0,43208132832.0,250349.0,,
burrata,clang,0,6,hyper,128,q6 hyper,71.516,70770.16,342191.0,48.0,259477.0,206051842012.0,81612862848.0,,102604123.0,20144577680.0,255572279.0,,,23476908295.0,17524802.0,23967442816.0,51711105.0,17036968430.0,115931.0,,
burrata,gcc,0,9,hyper,1,q9 hyper,39059.408,235700.31,23926.0,3.0,1358526.0,706079469376.0,254969937447.0,,1424371309.0,99912531324.0,7860988292.0,,,97508901941.0,27271013.0,140352929150.0,5671591210.0,81764702885.0,23655.0,,
burrata,gcc,0,9,vectorwise,1,q9 vectorwise,30764.604,186675.46,18740.0,0.0,1385880.0,559213428142.0,331632649493.0,,2087947148.0,102086231410.0,8714198794.0,,,133170996005.0,26079274.0,139101627536.0,6412436545.0,122000442746.0,15002.0,,
burrata,clang,0,9,vectorwise,16,q9 vectorwise,2422.875,223891.0,24701.0,85.0,1394482.0,667392451563.0,303384011799.0,,1828922526.0,119306102293.0,8835816960.0,,,123779842730.0,36226979.0,172654572652.0,6057880736.0,96258755723.0,51852.0,,
burrata,clang,0,9,hyper,16,q9 hyper,9023.548,860519.86,89701.0,11.0,1347672.0,2571565718751.0,1449842808042.0,,1396794922.0,399830552760.0,8030505587.0,,,396951443215.0,72462150.0,422524020894.0,5744736286.0,237796215245.0,108636.0,,
burrata,gcc,0,9,vectorwise,16,q9 vectorwise,2341.053,218721.08,24406.0,91.0,1395260.0,651611546974.0,339657771869.0,,2136242022.0,103144839183.0,8753363929.0,,,135554298354.0,30006640.0,142280713364.0,6089682768.0,126260693322.0,69525.0,,
burrata,gcc,0,9,hyper,16,q9 hyper,2883.522,270320.83,30023.0,6.0,1348298.0,806607794442.0,256847110524.0,,1444658252.0,100384699769.0,7873626646.0,,,97197217058.0,31331680.0,143623895591.0,5726666152.0,83122831208.0,74007.0,,
burrata,clang,0,9,hyper,32,q9 hyper,4571.283,863598.01,285955.0,14.0,1351803.0,2573556955999.0,1457147011825.0,,1445665023.0,403498452848.0,8034385855.0,,,397948294596.0,100311623.0,420594366741.0,5672010868.0,237764871286.0,175342.0,,
burrata,clang,0,9,vectorwise,32,q9 vectorwise,1399.076,250519.33,38568.0,187.0,1400544.0,742056006645.0,311153966756.0,,1867357836.0,121493821382.0,8847652755.0,,,126086253197.0,45407700.0,173827074746.0,6046975216.0,98029812214.0,110760.0,,
burrata,gcc,0,9,hyper,32,q9 hyper,1640.2,296721.69,37524.0,17.0,1348494.0,881056086986.0,257779864177.0,,1484991614.0,104131824741.0,7882644920.0,,,98582552881.0,37208632.0,144094122872.0,5752210536.0,81147934641.0,167208.0,,
burrata,gcc,0,9,vectorwise,32,q9 vectorwise,1335.809,245729.72,31157.0,188.0,1398209.0,729320114428.0,341039945423.0,,2165188712.0,104193634028.0,8787836459.0,,,136823706388.0,36424720.0,144260680411.0,6099849539.0,127373005068.0,118431.0,,
burrata,clang,0,9,vectorwise,48,q9 vectorwise,1091.43,285808.61,116176.0,291.0,1401689.0,840113006206.0,332843358107.0,,1898296829.0,125184891270.0,8835991349.0,,,128647448176.0,51666950.0,176998193629.0,6085324751.0,100737678772.0,200573.0,,
burrata,clang,0,9,hyper,48,q9 hyper,3129.501,862360.9,413948.0,39.0,1355518.0,2557038378697.0,1470108219549.0,,1400574586.0,403491656168.0,8047174234.0,,,402503854285.0,114425460.0,428304030659.0,5768799512.0,243396328468.0,223351.0,,
burrata,gcc,0,9,vectorwise,48,q9 vectorwise,1037.969,280874.32,102102.0,284.0,1402457.0,826245357832.0,364467007841.0,,2245461424.0,109934893273.0,8887303260.0,,,144518155260.0,42124092.0,151974363977.0,6124586195.0,134694155225.0,165972.0,,
burrata,gcc,0,9,hyper,48,q9 hyper,1228.467,331225.45,106677.0,45.0,1358982.0,974584015018.0,270488899253.0,,1442073010.0,101989145871.0,7910530981.0,,,101474359426.0,45788419.0,152351216902.0,5711301595.0,87584643042.0,254946.0,,
burrata,clang,0,9,vectorwise,64,q9 vectorwise,909.15,322631.02,128187.0,379.0,1416152.0,944987371893.0,343525538723.0,,1904044573.0,126697208371.0,8981925984.0,,,133894492795.0,60042751.0,183972092499.0,6152120961.0,105014220256.0,238303.0,,
burrata,clang,0,9,hyper,64,q9 hyper,2362.706,877160.64,122717.0,55.0,1365516.0,2597721516803.0,1465496417558.0,,1406535327.0,403264856819.0,8060168267.0,,,400924347926.0,87391159.0,429919759798.0,5749974180.0,242702093032.0,296711.0,,
burrata,gcc,0,9,vectorwise,64,q9 vectorwise,891.172,316714.29,142545.0,391.0,1416518.0,925782153572.0,370071740676.0,,2217572144.0,109556249516.0,8825212238.0,,,146733802723.0,53006419.0,155487032435.0,6187023408.0,136933957813.0,267626.0,,
burrata,gcc,0,9,hyper,64,q9 hyper,1023.037,366340.67,56351.0,46.0,1363412.0,1076045562259.0,268918141366.0,,1479661347.0,103355187276.0,7986191165.0,,,100740401894.0,50550798.0,159579638716.0,5790828911.0,86955370484.0,274578.0,,
burrata,clang,0,9,vectorwise,80,q9 vectorwise,846.296,355719.82,141793.0,490.0,1411996.0,1031879636851.0,364035247708.0,,1911092554.0,129931658300.0,8873340180.0,,,137369365485.0,65255513.0,188466920419.0,6149408224.0,108322788223.0,348130.0,,
burrata,clang,0,9,hyper,80,q9 hyper,1956.336,896685.02,199143.0,99.0,1369240.0,2638118341649.0,1475492219290.0,,1446762085.0,406910821205.0,8077445611.0,,,404189031964.0,99872009.0,431937906715.0,5775208598.0,245320622330.0,376112.0,,
burrata,gcc,0,9,vectorwise,80,q9 vectorwise,828.141,355025.24,259260.0,491.0,1409196.0,1030568722642.0,422922932465.0,,2254532031.0,119002403260.0,8851983364.0,,,161872810631.0,57734357.0,165717264499.0,6174368408.0,155874864849.0,316989.0,,
burrata,gcc,0,9,hyper,80,q9 hyper,938.258,409636.18,178973.0,61.0,1359494.0,1188958724402.0,291571344600.0,,1467383193.0,107605911237.0,7962465875.0,,,108471705351.0,64118134.0,165530598685.0,5726152344.0,94122781390.0,394535.0,,
burrata,clang,0,9,hyper,96,q9 hyper,1726.415,927194.89,495308.0,112.0,1364927.0,2716736632200.0,1507440572068.0,,1414668694.0,411519073681.0,8100770032.0,,,414666424418.0,113169438.0,443116865839.0,5789946483.0,255870120650.0,456178.0,,
burrata,clang,0,9,vectorwise,96,q9 vectorwise,769.853,396290.11,146547.0,583.0,1419887.0,1140956778594.0,383826669033.0,,1920083143.0,133820914420.0,8905613276.0,,,143468022229.0,72023717.0,195642821683.0,6146976847.0,112514163620.0,411362.0,,
burrata,gcc,0,9,hyper,96,q9 hyper,867.797,448137.44,284722.0,86.0,1373683.0,1294136642439.0,301660364962.0,,1454888123.0,109274683097.0,7968770784.0,,,113758336294.0,75284264.0,174568009812.0,5714263273.0,99082510679.0,500104.0,,
burrata,gcc,0,9,vectorwise,96,q9 vectorwise,748.489,397820.83,139393.0,588.0,1420279.0,1151556698791.0,487454339291.0,,2261827516.0,129881048842.0,8771352193.0,,,184056313717.0,62700666.0,177289662938.0,6147332535.0,172372925195.0,374414.0,,
burrata,clang,0,9,vectorwise,104,q9 vectorwise,742.281,418129.35,329708.0,633.0,1424425.0,1205010474361.0,384476691569.0,,1919334665.0,133610558736.0,8907649963.0,,,144250438227.0,77795036.0,200154994420.0,6179887247.0,114822849605.0,447538.0,,
burrata,clang,0,9,hyper,104,q9 hyper,1591.472,936932.94,288138.0,120.0,1376517.0,2741940861721.0,1522172642215.0,,1417187708.0,413492674189.0,8092728174.0,,,419216051585.0,110137827.0,444360324240.0,5764907295.0,258695013007.0,506662.0,,
burrata,gcc,0,9,vectorwise,104,q9 vectorwise,784.646,418333.92,258828.0,634.0,1425124.0,1203147845687.0,441557298000.0,,2271855134.0,122927332692.0,8833346946.0,,,168602743449.0,68745107.0,175937270448.0,6237770276.0,161366488905.0,424395.0,,
burrata,gcc,0,9,hyper,104,q9 hyper,839.612,465600.24,249879.0,114.0,1379051.0,1336836644807.0,314359518926.0,,1481555293.0,111282646650.0,7970771734.0,,,116376479004.0,80269396.0,177435042098.0,5726038461.0,102607374486.0,526916.0,,
burrata,clang,0,9,hyper,112,q9 hyper,1502.311,942010.69,276735.0,152.0,1387241.0,2746962493953.0,1502909681021.0,,1413414763.0,409016003718.0,8096463341.0,,,410853704781.0,122251880.0,439736927683.0,5764714563.0,253542858442.0,496205.0,,
burrata,clang,0,9,vectorwise,112,q9 vectorwise,789.336,438613.05,281098.0,687.0,1428235.0,1252631020390.0,423361601357.0,,1994270687.0,141601483244.0,9015763327.0,,,151047864995.0,84990595.0,201273258398.0,6155995074.0,118822903785.0,464504.0,,
burrata,gcc,0,9,hyper,112,q9 hyper,820.308,486404.14,263553.0,165.0,1379595.0,1394094648718.0,303441852889.0,,1473640740.0,109687058488.0,7981793973.0,,,112718684413.0,85070805.0,178583675098.0,5749836675.0,98282588395.0,505836.0,,
burrata,gcc,0,9,vectorwise,112,q9 vectorwise,788.545,464338.65,587024.0,680.0,1428092.0,1330514632417.0,678732148420.0,,2286612192.0,164509518553.0,8878130439.0,,,252566444779.0,83095903.0,219144405668.0,6249535065.0,243036551899.0,440742.0,,
burrata,clang,0,9,vectorwise,120,q9 vectorwise,772.661,484233.86,261778.0,742.0,1434265.0,1379840546676.0,649482484745.0,,1892255842.0,173217804438.0,8852749607.0,,,216382083723.0,95068772.0,240391755476.0,6163329000.0,177782588371.0,510705.0,,
burrata,clang,0,9,hyper,120,q9 hyper,1427.48,961890.09,425348.0,115.0,1383279.0,2798675723127.0,1506830446099.0,,1418300205.0,412003311311.0,8106308257.0,,,415509894436.0,127611020.0,445694671026.0,5782877526.0,254302879217.0,517993.0,,
burrata,gcc,0,9,vectorwise,120,q9 vectorwise,780.537,497283.99,301421.0,721.0,1434948.0,1419225272780.0,748569668246.0,,2288729514.0,173822986923.0,8874820209.0,,,271539348211.0,86134977.0,229925779804.0,6261240391.0,265809007336.0,457441.0,,
burrata,gcc,0,9,hyper,120,q9 hyper,808.418,511504.55,236200.0,109.0,1380350.0,1460265468386.0,308055122141.0,,1492900436.0,110234630759.0,7989661335.0,,,112830178430.0,87923026.0,180447093127.0,5750583293.0,100284741825.0,577532.0,,
burrata,gcc,0,9,vectorwise,128,q9 vectorwise,716.181,498965.75,230147.0,792.0,1437807.0,1410493017757.0,611201389065.0,,2254996444.0,150264622745.0,8780491483.0,,,227511533749.0,90008464.0,205447685397.0,6212481853.0,215544658328.0,464485.0,,
burrata,gcc,0,9,hyper,128,q9 hyper,760.911,523604.59,404230.0,124.0,1379071.0,1487491551768.0,309730594645.0,,1472375558.0,110673536949.0,8026834564.0,,,114963700461.0,91436395.0,181590845799.0,5717357406.0,100615654786.0,606387.0,,
burrata,clang,0,9,vectorwise,128,q9 vectorwise,721.888,499342.73,273943.0,785.0,1438547.0,1415747759114.0,586607254000.0,,1904906705.0,162819297484.0,8861215095.0,,,200194544708.0,100315162.0,232518511351.0,6166816300.0,164456656000.0,538964.0,,
