machine,compiler,repetition,query,engine,threads,query_label,time,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,L1-icache-loads,L1-icache-load-misses,dTLB-loads,dTLB-load-misses,iTLB-loads,iTLB-load-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses
burrata,clang,0,3,vectorwise,16,q3 vectorwise,874.562,78370.66,10979.0,88.0,802840.0,231721195370.0,168348942716.0,,399356731.0,61122039629.0,2000946970.0,,,52075434728.0,17746121.0,72185865632.0,1334080588.0,37780760124.0,81795.0,,
burrata,gcc,0,3,hyper,16,q3 hyper,1125.627,105831.01,15784.0,6.0,773325.0,314036106525.0,128332955077.0,,1425755985.0,52099201411.0,1538456958.0,,,60216753998.0,14076973.0,64392755601.0,1219721146.0,53989163032.0,55359.0,,
burrata,gcc,0,3,vectorwise,16,q3 vectorwise,820.478,77342.31,11010.0,84.0,803149.0,228696994982.0,189148831249.0,,413772518.0,58913782328.0,1969787220.0,,,58702257657.0,14374418.0,68251803580.0,1339998389.0,54339332963.0,50538.0,,
burrata,clang,0,3,hyper,32,q3 hyper,1126.734,208466.12,29029.0,5.0,773805.0,615930815488.0,432330330591.0,,1294388958.0,131278291691.0,1575494991.0,,,136520401111.0,26153525.0,140789912187.0,1237043567.0,94320630563.0,82890.0,,
burrata,clang,0,3,vectorwise,32,q3 vectorwise,486.926,87917.0,18018.0,186.0,799780.0,258011194356.0,170547589227.0,,394645328.0,62152369694.0,2056331558.0,,,54813932913.0,22948975.0,74460270305.0,1280945208.0,39667617789.0,75478.0,,
burrata,gcc,0,3,hyper,32,q3 hyper,652.299,117323.75,81909.0,13.0,775430.0,341910927881.0,128470145557.0,,1435633903.0,52151477439.0,1547892916.0,,,61424852995.0,25652580.0,65210674383.0,1238426843.0,55005969149.0,100285.0,,
burrata,gcc,0,3,vectorwise,32,q3 vectorwise,523.332,88726.23,21702.0,178.0,796349.0,258663574799.0,207869896454.0,,414676239.0,61566534690.0,1956354964.0,,,64196600429.0,20676729.0,72068970209.0,1338164576.0,61256017837.0,147596.0,,
burrata,clang,0,3,hyper,48,q3 hyper,816.724,219168.79,114502.0,28.0,786984.0,636534495283.0,441689465895.0,,1303099538.0,132953972561.0,1592457106.0,,,138273687650.0,39271334.0,142913177775.0,1243956451.0,97747231249.0,160724.0,,
burrata,clang,0,3,vectorwise,48,q3 vectorwise,380.904,100378.74,34493.0,289.0,805187.0,285609226553.0,180747214768.0,,411710091.0,62686054068.0,2033271884.0,,,55162873936.0,28164351.0,75696731459.0,1343079534.0,40174001526.0,227630.0,,
burrata,gcc,0,3,hyper,48,q3 hyper,494.214,129563.95,46208.0,29.0,782093.0,372071458685.0,131605985398.0,,1422858776.0,53886840976.0,1557723693.0,,,64223429486.0,23215107.0,69398737480.0,1268051777.0,57880625783.0,160989.0,,
burrata,gcc,0,3,vectorwise,48,q3 vectorwise,377.033,100530.02,67401.0,283.0,805618.0,286601799768.0,198354854582.0,,432371645.0,60172078330.0,1994666505.0,,,62298883086.0,26721007.0,72455313617.0,1342667008.0,59418543731.0,181747.0,,
burrata,clang,0,3,hyper,64,q3 hyper,644.77,230685.78,57744.0,29.0,780902.0,668638608204.0,446250010371.0,,1298338645.0,133420759685.0,1600118090.0,,,138575034650.0,33727434.0,145658588882.0,1246376926.0,99102417886.0,189046.0,,
burrata,clang,0,3,vectorwise,64,q3 vectorwise,346.985,123295.84,61346.0,397.0,813758.0,344970601964.0,250061450693.0,,416557860.0,73370861609.0,2025513168.0,,,72092976962.0,37073077.0,89681008894.0,1339736637.0,53072829394.0,322374.0,,
burrata,gcc,0,3,hyper,64,q3 hyper,406.466,140510.04,48872.0,47.0,780689.0,402157126405.0,132990677131.0,,1441162762.0,53490764374.0,1585088264.0,,,62659915172.0,27592242.0,71586749746.0,1245787236.0,57328626009.0,189809.0,,
burrata,gcc,0,3,vectorwise,64,q3 vectorwise,344.366,118642.45,73770.0,392.0,813953.0,328457053307.0,209041349539.0,,436602199.0,61775635093.0,1976119321.0,,,64461366931.0,34688550.0,77003157191.0,1362753597.0,62004535765.0,283258.0,,
burrata,clang,0,3,vectorwise,80,q3 vectorwise,334.445,137339.2,180589.0,481.0,821373.0,375040730771.0,216259361257.0,,423489184.0,67768721341.0,2042492361.0,,,64390820711.0,46647597.0,86628647061.0,1364387503.0,48963185020.0,436653.0,,
burrata,clang,0,3,hyper,80,q3 hyper,592.273,245148.97,112412.0,82.0,785184.0,695925382036.0,465789790173.0,,1299632692.0,136990187820.0,1612946072.0,,,144605723637.0,40980057.0,149922758699.0,1238588160.0,103220424820.0,239910.0,,
burrata,gcc,0,3,vectorwise,80,q3 vectorwise,367.357,138451.37,142055.0,483.0,820625.0,379138872665.0,245644086841.0,,435185641.0,68196679133.0,2000519951.0,,,78947942364.0,41167440.0,85075580884.0,1364654543.0,73753089638.0,362723.0,,
burrata,gcc,0,3,hyper,80,q3 hyper,384.652,156914.29,111926.0,75.0,785332.0,435199036595.0,148277893404.0,,1471322605.0,57160041526.0,1606763777.0,,,67747134096.0,33199749.0,77296887645.0,1269793356.0,63257586298.0,233704.0,,
burrata,gcc,0,3,vectorwise,88,q3 vectorwise,325.126,149278.6,364559.0,535.0,824266.0,401713983256.0,263361241438.0,,441532622.0,71069574466.0,1988090244.0,,,84365533797.0,49897559.0,89353654117.0,1371085379.0,80433721918.0,398620.0,,
burrata,gcc,0,3,hyper,88,q3 hyper,417.826,168734.42,101138.0,136.0,792683.0,463233573885.0,148455667059.0,,1442357127.0,58259995337.0,1638716081.0,,,71340994103.0,38991060.0,80327641786.0,1286781325.0,65256956179.0,297958.0,,
burrata,clang,0,3,hyper,96,q3 hyper,518.704,260139.69,105456.0,101.0,790259.0,730001735121.0,465699716718.0,,1287079635.0,136298681879.0,1626063915.0,,,144139616826.0,45791513.0,152444700259.0,1260178814.0,103870613038.0,259604.0,,
burrata,clang,0,3,vectorwise,96,q3 vectorwise,313.406,156236.5,243536.0,596.0,826932.0,417450634722.0,224215479126.0,,415432953.0,69218427379.0,2015711145.0,,,67767952060.0,47923025.0,89857475960.0,1340429061.0,49669976150.0,452232.0,,
burrata,gcc,0,3,hyper,96,q3 hyper,371.227,178513.49,142619.0,151.0,791718.0,489946461795.0,182936622577.0,,1435497693.0,62940973504.0,1596227003.0,,,78915916787.0,40047382.0,84130390506.0,1245573636.0,71519370531.0,310180.0,,
burrata,gcc,0,3,vectorwise,96,q3 vectorwise,307.393,152571.62,123444.0,587.0,827148.0,408354449969.0,204747112992.0,,422415897.0,60125827855.0,1958145269.0,,,65751016507.0,41479076.0,82270858713.0,1359246698.0,64923796009.0,441556.0,,
burrata,clang,0,3,vectorwise,104,q3 vectorwise,321.477,166314.68,269501.0,633.0,831329.0,443950242541.0,235845918347.0,,430548949.0,70648159157.0,2028193286.0,,,70139978764.0,48904147.0,91588737442.0,1357802742.0,51422185011.0,495604.0,,
burrata,clang,0,3,hyper,104,q3 hyper,538.96,267734.6,89482.0,125.0,793463.0,745177385464.0,467884155265.0,,1305460463.0,137251306947.0,1662898973.0,,,143051581453.0,49397414.0,153370665356.0,1249763253.0,104343640448.0,327683.0,,
burrata,gcc,0,3,vectorwise,104,q3 vectorwise,360.814,167408.43,205874.0,642.0,831517.0,447730247576.0,239281370830.0,,441260297.0,66741020780.0,1992512667.0,,,75174306079.0,48954846.0,87090821001.0,1362285099.0,72124421930.0,447173.0,,
burrata,gcc,0,3,hyper,104,q3 hyper,368.365,187577.02,90083.0,130.0,794227.0,510161556879.0,158137494991.0,,1422233780.0,58364763046.0,1624724395.0,,,70202095263.0,41584187.0,83307966287.0,1285939646.0,67443266785.0,360309.0,,
burrata,clang,0,3,hyper,112,q3 hyper,471.583,277421.66,245720.0,138.0,798863.0,768197593651.0,482933914431.0,,1297118562.0,140273886330.0,1638230204.0,,,152160341522.0,53578698.0,158888444051.0,1243452025.0,107898825889.0,352157.0,,
burrata,clang,0,3,vectorwise,112,q3 vectorwise,325.786,179923.43,264482.0,676.0,833841.0,474127791929.0,253287367454.0,,424702768.0,72555975938.0,2039060178.0,,,73405508058.0,57728854.0,96005483787.0,1376663542.0,57269006187.0,573993.0,,
burrata,gcc,0,3,hyper,112,q3 hyper,345.548,191491.55,193058.0,156.0,799399.0,518470067474.0,166406736903.0,,1429516625.0,60400450172.0,1599731386.0,,,74212640958.0,46020342.0,83705317372.0,1251666880.0,65227105274.0,346108.0,,
burrata,gcc,0,3,vectorwise,112,q3 vectorwise,308.986,180401.17,231803.0,686.0,834476.0,478446719038.0,259981709280.0,,431933811.0,70252537703.0,1997384960.0,,,83356432934.0,51688654.0,92297866826.0,1369152836.0,79763435204.0,399059.0,,
burrata,clang,0,3,vectorwise,120,q3 vectorwise,368.752,192735.93,258920.0,745.0,838276.0,509207239341.0,263809262228.0,,427543608.0,76393670383.0,2077479935.0,,,79941776216.0,58485232.0,100615504457.0,1370173065.0,61970311923.0,592888.0,,
burrata,clang,0,3,hyper,120,q3 hyper,450.103,282049.32,175715.0,98.0,798078.0,782889705133.0,467678819120.0,,1306635461.0,135769094331.0,1680136838.0,,,144298106298.0,53847979.0,157323718156.0,1271367105.0,103918501511.0,387117.0,,
burrata,gcc,0,3,vectorwise,120,q3 vectorwise,318.036,191400.4,225353.0,744.0,838507.0,507447847375.0,261664353743.0,,440770886.0,70001680437.0,1975359295.0,,,81627517792.0,56492317.0,93234084533.0,1379723553.0,79102764632.0,514312.0,,
burrata,gcc,0,3,hyper,120,q3 hyper,334.706,203992.36,141859.0,177.0,798172.0,551720833905.0,170521137809.0,,1428851023.0,61100939557.0,1605561697.0,,,79162082334.0,48684936.0,91149412641.0,1239300052.0,70733843437.0,390597.0,,
burrata,gcc,0,3,hyper,128,q3 hyper,380.368,248220.53,184708.0,198.0,801698.0,679822602309.0,203244304775.0,,1419009783.0,67726549062.0,1695396916.0,,,89927438109.0,56772009.0,107615023476.0,1283429708.0,80059478702.0,419916.0,,
burrata,gcc,0,3,vectorwise,128,q3 vectorwise,346.597,234039.79,270608.0,785.0,825821.0,619746995866.0,314952645490.0,,451570359.0,79869988225.0,2062332241.0,,,101444384138.0,66834305.0,114166368430.0,1398268559.0,97043599535.0,565768.0,,
burrata,clang,0,3,hyper,128,q3 hyper,483.644,321439.81,318766.0,197.0,796279.0,897937164861.0,507277479626.0,,1312438692.0,143204348515.0,1711484459.0,,,154685001694.0,65730858.0,177775360182.0,1270841664.0,113161389385.0,402738.0,,
burrata,clang,0,3,vectorwise,128,q3 vectorwise,346.452,230287.28,197679.0,794.0,825547.0,605952552807.0,285565238341.0,,431574081.0,79867294983.0,2162972101.0,,,85361740215.0,67026809.0,115841538214.0,1376638110.0,62780834132.0,689589.0,,
burrata,gcc,0,5,vectorwise,1,q5 vectorwise,12963.462,78757.23,8015.0,1.0,492763.0,235812276345.0,148779880760.0,,422370080.0,37093833932.0,1764828002.0,,,49208465213.0,9482753.0,46298322150.0,1546366638.0,43540374652.0,10571.0,,
burrata,gcc,0,5,hyper,1,q5 hyper,16483.161,100055.57,10730.0,1.0,489165.0,299596860324.0,131887378379.0,,418543144.0,36088464566.0,1572158590.0,,,44766677095.0,10855397.0,47715606426.0,1317592182.0,35943830190.0,18669.0,,
burrata,clang,0,5,vectorwise,16,q5 vectorwise,886.651,85029.46,11648.0,86.0,503709.0,251501575327.0,136489826650.0,,435379357.0,45708410729.0,1784114099.0,,,44707503751.0,13763957.0,57315607384.0,1457811186.0,32222380041.0,55114.0,,
burrata,clang,0,5,hyper,16,q5 hyper,2564.844,245501.19,27016.0,4.0,490644.0,732471927668.0,637284268026.0,,402593261.0,168863670109.0,1623810149.0,,,171202947022.0,24091123.0,181104201645.0,1348627692.0,101792486870.0,69029.0,,
burrata,gcc,0,5,vectorwise,16,q5 vectorwise,882.551,84643.69,10484.0,88.0,507324.0,251111969055.0,152641213759.0,,429537890.0,37973418982.0,1789055124.0,,,50591355241.0,12389533.0,47704904274.0,1466039849.0,45539433095.0,53871.0,,
burrata,gcc,0,5,hyper,16,q5 hyper,1142.97,106566.37,13313.0,3.0,484509.0,315458604679.0,132428102717.0,,416736464.0,36256894716.0,1598096210.0,,,45085729226.0,12865545.0,47985525811.0,1360807029.0,36863951415.0,61376.0,,
burrata,clang,0,5,vectorwise,32,q5 vectorwise,490.761,91336.08,19828.0,187.0,511977.0,266158667077.0,142967775209.0,,440957389.0,46550242253.0,1792680581.0,,,46707749454.0,17076196.0,59531732718.0,1459076738.0,34657409805.0,91157.0,,
burrata,clang,0,5,hyper,32,q5 hyper,1313.207,249585.57,30214.0,9.0,489341.0,738221931933.0,633464360979.0,,400056229.0,169286729168.0,1633272288.0,,,171754067308.0,26433133.0,182068743370.0,1372051858.0,102005286576.0,102492.0,,
burrata,gcc,0,5,vectorwise,32,q5 vectorwise,489.692,91157.48,14422.0,188.0,512025.0,266614272006.0,160602123485.0,,437661156.0,39177248192.0,1796785627.0,,,53190889574.0,15780106.0,49232349857.0,1456485433.0,47917286639.0,101040.0,,
burrata,gcc,0,5,hyper,32,q5 hyper,592.897,111447.69,31668.0,19.0,486768.0,326536433400.0,133341425079.0,,427791965.0,36813862155.0,1609413080.0,,,46087369206.0,14678558.0,49493459574.0,1377931063.0,37233959114.0,108967.0,,
burrata,clang,0,5,hyper,48,q5 hyper,888.53,251845.02,49509.0,39.0,492230.0,741248822155.0,645073677797.0,,406534920.0,170455139609.0,1629921256.0,,,172896560540.0,29830139.0,183242257130.0,1365411511.0,104925906057.0,157553.0,,
burrata,clang,0,5,vectorwise,48,q5 vectorwise,354.25,98579.7,21634.0,280.0,509649.0,283142067175.0,158657323756.0,,446920937.0,48943970789.0,1812473382.0,,,49760248979.0,20299401.0,61911453210.0,1460145409.0,37081977069.0,176346.0,,
burrata,gcc,0,5,hyper,48,q5 hyper,421.705,116592.06,22072.0,7.0,490605.0,337598734225.0,133113715484.0,,426249420.0,37021318212.0,1617771938.0,,,45600266868.0,18050659.0,48640987929.0,1362107913.0,36535460228.0,157962.0,,
burrata,gcc,0,5,vectorwise,48,q5 vectorwise,355.687,98741.3,49991.0,290.0,509801.0,282943072249.0,175489700862.0,,445128247.0,41631567033.0,1791747262.0,,,57012497686.0,19156053.0,51981035710.0,1468828810.0,52227015348.0,138205.0,,
burrata,clang,0,5,vectorwise,64,q5 vectorwise,298.503,108252.72,82629.0,383.0,521720.0,302380631070.0,169659577644.0,,448119844.0,50968552699.0,1792962384.0,,,54674153496.0,27428000.0,66225810407.0,1442271539.0,42043835432.0,173807.0,,
burrata,clang,0,5,hyper,64,q5 hyper,689.031,255745.67,147198.0,22.0,495427.0,747555801049.0,656793210846.0,,411199886.0,171653746289.0,1638778516.0,,,175831272317.0,41365852.0,185461440370.0,1384642154.0,109471138706.0,203988.0,,
burrata,gcc,0,5,vectorwise,64,q5 vectorwise,292.845,108163.45,206582.0,391.0,518239.0,300369407343.0,184255664643.0,,443382530.0,43858726223.0,1795323017.0,,,61643920546.0,24315065.0,55486966045.0,1456899401.0,55635343001.0,204851.0,,
burrata,gcc,0,5,hyper,64,q5 hyper,329.717,120610.26,24412.0,34.0,498461.0,343622234624.0,141051759388.0,,430144602.0,37505269541.0,1630602235.0,,,47214778437.0,20986788.0,51942359919.0,1361420293.0,41105171822.0,185384.0,,
burrata,clang,0,5,vectorwise,80,q5 vectorwise,248.467,114033.24,127422.0,485.0,520624.0,313751705669.0,190126048412.0,,447055609.0,54104333022.0,1810782378.0,,,59320499091.0,28559025.0,67922001055.0,1442708048.0,44150434254.0,248000.0,,
burrata,clang,0,5,hyper,80,q5 hyper,562.178,260064.53,314914.0,84.0,499738.0,751623838379.0,662297949923.0,,406572255.0,173718775335.0,1656760203.0,,,179949730495.0,44999592.0,188055540712.0,1374845262.0,108875669504.0,267482.0,,
burrata,gcc,0,5,vectorwise,80,q5 vectorwise,252.002,116600.68,78605.0,483.0,520817.0,319708092037.0,230193799638.0,,452022823.0,50697780692.0,1803178430.0,,,74731475664.0,26418885.0,62274616659.0,1448032754.0,69726944859.0,249774.0,,
burrata,gcc,0,5,hyper,80,q5 hyper,291.035,129147.78,192719.0,42.0,498694.0,355365416255.0,156300479585.0,,422407879.0,40944306623.0,1611295165.0,,,53156641417.0,29479717.0,65102493955.0,1358232868.0,44869406006.0,260349.0,,
burrata,clang,0,5,vectorwise,96,q5 vectorwise,304.416,141052.7,135667.0,581.0,523215.0,379318398465.0,389382520476.0,,450010113.0,83592456819.0,1827944761.0,,,114877305310.0,37249042.0,98063872681.0,1459466139.0,97249528893.0,330496.0,,
burrata,clang,0,5,hyper,96,q5 hyper,488.712,265959.4,99290.0,122.0,493673.0,761775776550.0,673540488607.0,,407655682.0,174211023780.0,1663336273.0,,,179952180274.0,44751314.0,189879814927.0,1372778862.0,114466050109.0,304854.0,,
burrata,gcc,0,5,vectorwise,96,q5 vectorwise,222.704,122052.25,454422.0,600.0,523045.0,329102250046.0,206436568449.0,,442079910.0,47598200994.0,1772733500.0,,,68391094919.0,34667977.0,60672537621.0,1456704899.0,62319110299.0,280495.0,,
burrata,gcc,0,5,hyper,96,q5 hyper,259.173,133109.9,179171.0,130.0,497348.0,365717496705.0,171816328440.0,,439535791.0,43404509518.0,1632996645.0,,,55476005870.0,33588740.0,58463043685.0,1368734932.0,47660911175.0,306780.0,,
burrata,clang,0,5,hyper,104,q5 hyper,445.533,267844.03,115862.0,72.0,505637.0,766691043041.0,678452622121.0,,406277596.0,175015848161.0,1656912768.0,,,180981855077.0,43874850.0,190182243604.0,1371742611.0,112779327862.0,358598.0,,
burrata,clang,0,5,vectorwise,104,q5 vectorwise,215.51,129091.33,220535.0,649.0,528218.0,347999306562.0,229032059957.0,,454945845.0,60541370368.0,1851209103.0,,,69797640207.0,31225397.0,75685455080.0,1467383912.0,54881361341.0,299292.0,,
burrata,gcc,0,5,hyper,104,q5 hyper,240.808,135142.29,81774.0,135.0,495697.0,366891345326.0,166505173022.0,,428520852.0,42260555102.0,1629257057.0,,,54757924962.0,32502886.0,58152829124.0,1373179282.0,48488115115.0,316994.0,,
burrata,gcc,0,5,vectorwise,104,q5 vectorwise,224.052,130195.39,224589.0,645.0,527637.0,351000427759.0,233004758330.0,,460839649.0,52544238282.0,1841409361.0,,,77860428223.0,35181400.0,65274217483.0,1499009151.0,71923588703.0,268021.0,,
burrata,clang,0,5,vectorwise,112,q5 vectorwise,205.137,130062.3,275302.0,678.0,526428.0,347421936491.0,203774313069.0,,456840443.0,56614392047.0,1837034640.0,,,62968818447.0,38753633.0,72397380887.0,1439649471.0,48764740518.0,356573.0,,
burrata,clang,0,5,hyper,112,q5 hyper,417.901,267537.23,291159.0,200.0,500034.0,760163032220.0,681321268178.0,,399111639.0,175006566736.0,1660376271.0,,,182242094678.0,51184436.0,190859101838.0,1363201158.0,114739809436.0,398855.0,,
burrata,gcc,0,5,vectorwise,112,q5 vectorwise,216.237,135129.52,257107.0,683.0,526430.0,359678221172.0,248447993644.0,,453511442.0,54670485617.0,1807694208.0,,,82229333431.0,36887423.0,68168840221.0,1450519661.0,76745058583.0,330400.0,,
burrata,gcc,0,5,hyper,112,q5 hyper,223.586,139875.7,245281.0,135.0,505428.0,378619315618.0,184206182603.0,,419211230.0,45838979386.0,1622008706.0,,,62680452121.0,38331711.0,71833405194.0,1348768466.0,52992948713.0,424166.0,,
burrata,clang,0,5,hyper,120,q5 hyper,388.992,268729.53,467403.0,170.0,510516.0,766940815279.0,676377516802.0,,411705648.0,175434392532.0,1669962068.0,,,180425781693.0,51186627.0,191362097407.0,1380238942.0,114674867415.0,371087.0,,
burrata,clang,0,5,vectorwise,120,q5 vectorwise,221.329,149919.8,222619.0,731.0,527781.0,399956135955.0,386453813845.0,,447470316.0,84416836568.0,1795607877.0,,,114075386774.0,39885340.0,99295262440.0,1426056589.0,91802139754.0,400865.0,,
burrata,gcc,0,5,hyper,120,q5 hyper,207.005,137931.85,313320.0,82.0,509478.0,378002049622.0,170620755843.0,,445684740.0,43923431419.0,1641855327.0,,,55700068409.0,35348018.0,60332580819.0,1363581447.0,47738071522.0,370404.0,,
burrata,gcc,0,5,vectorwise,120,q5 vectorwise,200.126,148269.23,279028.0,745.0,528246.0,400595853956.0,356870797861.0,,445072516.0,72572183833.0,1770037390.0,,,119091740605.0,37746402.0,84741168936.0,1441552155.0,110519744404.0,337847.0,,
burrata,gcc,0,5,vectorwise,128,q5 vectorwise,199.605,153600.56,543923.0,786.0,529943.0,411705979013.0,369251952363.0,,447341770.0,75451734894.0,1778735737.0,,,122623782192.0,40917038.0,87927638981.0,1444636546.0,113607668079.0,338032.0,,
burrata,gcc,0,5,hyper,128,q5 hyper,263.741,154595.66,303400.0,221.0,511543.0,417917212172.0,299966401084.0,,439648079.0,65100423576.0,1662336737.0,,,98410189255.0,42385328.0,82402578777.0,1379322838.0,92701750410.0,422649.0,,
burrata,clang,0,5,vectorwise,128,q5 vectorwise,202.326,148918.98,157241.0,786.0,529925.0,393392032946.0,344537941434.0,,448619244.0,76590800659.0,1819236168.0,,,103687034305.0,40907929.0,93812598253.0,1413601469.0,83254831665.0,421681.0,,
burrata,clang,0,5,hyper,128,q5 hyper,375.524,272870.54,210630.0,98.0,502628.0,767764181590.0,675380523423.0,,398183471.0,174566110682.0,1663237704.0,,,179315096393.0,51322035.0,190911629790.0,1381633858.0,111473920815.0,462084.0,,
burrata,gcc,0,6,vectorwise,1,q6 vectorwise,1782.254,11783.52,1383.0,0.0,256712.0,35257255862.0,58621778299.0,,23386840.0,16928787340.0,419856435.0,,,15404316789.0,2898961.0,18130968212.0,39516279.0,14357924934.0,5852.0,,
burrata,gcc,0,6,hyper,1,q6 hyper,1913.271,12577.54,1497.0,2.0,256795.0,37636317999.0,66605729246.0,,68739150.0,12843273277.0,160606058.0,,,18913482391.0,3167460.0,13601353830.0,35117484.0,13625480780.0,8475.0,,
burrata,clang,0,6,hyper,16,q6 hyper,122.04,12983.97,1733.0,5.0,256874.0,38525823478.0,53050955295.0,,69260164.0,13006890864.0,162952920.0,,,14738872393.0,2736196.0,13580500194.0,36460690.0,10064119701.0,5828.0,,
burrata,clang,0,6,vectorwise,16,q6 vectorwise,132.018,14506.87,2554.0,86.0,267230.0,40459412750.0,50368504985.0,,33215096.0,13634790183.0,429122357.0,,,13371979697.0,4575938.0,14833920866.0,36652958.0,8274249850.0,8478.0,,
burrata,gcc,0,6,hyper,16,q6 hyper,133.393,14100.39,1650.0,3.0,256871.0,41773749678.0,66933361973.0,,69511778.0,12943987694.0,163265872.0,,,18694253950.0,2542192.0,13436340993.0,36392967.0,13588211098.0,6420.0,,
burrata,gcc,0,6,vectorwise,16,q6 vectorwise,125.404,13899.5,2514.0,86.0,267360.0,39735617970.0,58241416708.0,,25338635.0,16878379138.0,421087006.0,,,15334144701.0,2962114.0,17951657068.0,36968503.0,14330043292.0,18146.0,,
burrata,clang,0,6,vectorwise,32,q6 vectorwise,77.917,22485.64,6307.0,241.0,274580.0,60880115352.0,66629317931.0,,45372942.0,17994888240.0,569751248.0,,,17000163377.0,6619319.0,18721728818.0,46760805.0,10617397186.0,51428.0,,
burrata,clang,0,6,hyper,32,q6 hyper,79.739,24296.25,3770.0,8.0,257161.0,72245427822.0,77185214763.0,,105993114.0,18758988601.0,230943893.0,,,21531159674.0,3975111.0,19696001777.0,50293422.0,14426001836.0,7754.0,,
burrata,gcc,0,6,vectorwise,32,q6 vectorwise,78.885,22840.0,11026.0,243.0,275228.0,61665461342.0,76177898775.0,,33561613.0,22062337928.0,553087341.0,,,19954723853.0,5841187.0,23564504750.0,46592712.0,18662376603.0,46332.0,,
burrata,gcc,0,6,hyper,32,q6 hyper,82.094,25410.15,137978.0,17.0,257111.0,74835556999.0,99924436958.0,,105306592.0,19071521423.0,228845015.0,,,28523216959.0,4903505.0,20241381236.0,50253445.0,20731364586.0,11892.0,,
burrata,clang,0,6,vectorwise,48,q6 vectorwise,65.47,34344.92,18208.0,468.0,279845.0,90551107327.0,82515571080.0,,56759613.0,22338078801.0,716135061.0,,,21455675097.0,9245036.0,23772431363.0,54729906.0,13168592217.0,85057.0,,
burrata,clang,0,6,hyper,48,q6 hyper,70.946,35268.18,17933.0,14.0,257346.0,104100227403.0,85893362335.0,,118965058.0,20922548342.0,262001464.0,,,24259808679.0,5588781.0,22290160761.0,55886157.0,16353576180.0,18767.0,,
burrata,gcc,0,6,vectorwise,48,q6 vectorwise,68.181,35147.75,13161.0,479.0,279263.0,93581202538.0,94722150585.0,,41505384.0,27062636792.0,690984996.0,,,24559609908.0,8654096.0,29568890590.0,55175661.0,23459039609.0,82404.0,,
burrata,gcc,0,6,hyper,48,q6 hyper,71.734,32108.11,36617.0,27.0,257417.0,94763394650.0,99990157404.0,,106651665.0,18919785827.0,234143896.0,,,28439769940.0,6902931.0,20210962841.0,51273681.0,20393987119.0,22226.0,,
burrata,clang,0,6,hyper,64,q6 hyper,69.382,45330.48,24194.0,17.0,257491.0,133155426558.0,85973413685.0,,119020528.0,21003251390.0,275262109.0,,,24353465918.0,8540586.0,22897736798.0,57142889.0,16308387356.0,24909.0,,
burrata,clang,0,6,vectorwise,64,q6 vectorwise,61.491,45870.05,62419.0,697.0,279467.0,122666710640.0,90981539933.0,,62898998.0,24735052464.0,795673927.0,,,24066085554.0,13174820.0,26686229481.0,61646896.0,14484880075.0,169213.0,,
burrata,gcc,0,6,hyper,64,q6 hyper,69.768,45296.35,37941.0,22.0,257661.0,132445804554.0,109081392161.0,,117534502.0,20703525196.0,264371177.0,,,31217197028.0,8663958.0,22397492813.0,56769536.0,22369295991.0,24604.0,,
burrata,gcc,0,6,vectorwise,64,q6 vectorwise,65.074,44386.61,51278.0,632.0,279800.0,116786671714.0,95973208865.0,,42674307.0,27882388266.0,719591927.0,,,25629230163.0,10012662.0,30832831867.0,56019609.0,24074056789.0,74666.0,,
burrata,clang,0,6,vectorwise,80,q6 vectorwise,60.806,55542.82,55020.0,894.0,280695.0,145524304531.0,91168680991.0,,63900941.0,24888124425.0,813931789.0,,,24273839315.0,14446841.0,27318271272.0,61974762.0,14900184863.0,212150.0,,
burrata,clang,0,6,hyper,80,q6 hyper,68.856,55786.62,42647.0,25.0,258192.0,162190319774.0,88037478777.0,,120812345.0,21692443279.0,289653501.0,,,25058298371.0,9828274.0,23582078743.0,58740595.0,16867806675.0,34352.0,,
burrata,gcc,0,6,vectorwise,80,q6 vectorwise,64.897,53889.14,49655.0,803.0,280596.0,143932108728.0,96422964988.0,,43297026.0,28201429839.0,732746327.0,,,25987912239.0,11483529.0,31389961370.0,58583724.0,24021610806.0,162631.0,,
burrata,gcc,0,6,hyper,80,q6 hyper,68.761,55858.03,66298.0,40.0,258050.0,163703240522.0,110961072528.0,,119789983.0,21093057021.0,274974776.0,,,31694050897.0,8931916.0,23302192456.0,56653882.0,22822864941.0,29579.0,,
burrata,clang,0,6,vectorwise,96,q6 vectorwise,61.496,66685.39,85463.0,1057.0,281352.0,178006455576.0,94080261327.0,,65179104.0,25262162299.0,818207685.0,,,24568919937.0,16605762.0,28518320394.0,62776662.0,15641352732.0,252108.0,,
burrata,clang,0,6,hyper,96,q6 hyper,69.172,66329.14,123022.0,35.0,258328.0,193112623154.0,87489241252.0,,121862993.0,21898382430.0,294536407.0,,,25362419010.0,12091926.0,24491034462.0,58900718.0,16647611668.0,29982.0,,
burrata,gcc,0,6,vectorwise,96,q6 vectorwise,65.717,64503.42,95560.0,969.0,280769.0,171037483596.0,99511577924.0,,44482434.0,28500959369.0,741659856.0,,,26291342865.0,12588885.0,32715990714.0,59141635.0,25117407568.0,196901.0,,
