machine,compiler,repetition,query,engine,threads,query_label,time_seconds,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,L1-icache-loads,L1-icache-load-misses,dTLB-loads,dTLB-load-misses,iTLB-loads,iTLB-load-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses
dubliner,clang,0,1,vectorwise,9,q1 vectorwise,1862.904,104084.42,896.0,46.0,353171.0,258817339088.0,369842450011.0,44107371651.0,92552825.0,139964424028.0,7647653386.0,48899494.0,37043397.0,,28587449.0,140083323611.0,9298262.0,171430.0,819833.0,,
dubliner,clang,0,1,hyper,9,q1 hyper,711.944,41248.52,622.0,15.0,349641.0,114611654241.0,261680198939.0,29474603690.0,56345022.0,134327582946.0,2416158802.0,38021680.0,28590223.0,,11909462.0,136066050470.0,15673179.0,25325.0,80327.0,,
dubliner,clang,0,1,vectorwise,11,q1 vectorwise,1534.108,105363.57,1126.0,57.0,354933.0,262307839651.0,369912675697.0,44095703544.0,92154171.0,139962097975.0,7752486071.0,48705814.0,35464781.0,,27959674.0,140449311346.0,8488589.0,298786.0,789520.0,,
dubliner,clang,0,1,hyper,11,q1 hyper,588.938,41531.17,684.0,10.0,349998.0,115665288251.0,262993124016.0,29579310040.0,56294260.0,134403691899.0,2394989055.0,35769561.0,25926313.0,,11054461.0,135550181280.0,15075694.0,43153.0,89998.0,,
dubliner,clang,0,1,vectorwise,12,q1 vectorwise,1430.543,107020.38,1213.0,70.0,355767.0,266461900079.0,369913629413.0,44119692411.0,96158809.0,139778870590.0,7884484211.0,61915419.0,46443676.0,,28292900.0,139779218815.0,9702852.0,337940.0,686761.0,,
dubliner,clang,0,1,hyper,12,q1 hyper,534.481,41350.27,739.0,18.0,350234.0,114783701650.0,261849466137.0,29491168905.0,56171333.0,134248521479.0,2420262029.0,34423233.0,26948346.0,,10876264.0,135723924765.0,16115815.0,7900.0,55694.0,,
dubliner,clang,0,1,hyper,13,q1 hyper,496.544,41341.55,825.0,23.0,350298.0,113519719413.0,258488364398.0,29167513806.0,55480137.0,133688185965.0,2408088999.0,34288152.0,25977705.0,,12036048.0,134570271171.0,15927095.0,37035.0,88041.0,,
dubliner,clang,0,1,vectorwise,13,q1 vectorwise,1307.2,105139.46,1182.0,72.0,355600.0,261484562306.0,369848051414.0,44086168601.0,92400891.0,139957134017.0,7684894271.0,51757232.0,38203435.0,,27527430.0,140365928790.0,8995562.0,339946.0,769124.0,,
dubliner,clang,0,1,vectorwise,14,q1 vectorwise,1205.365,104484.94,1242.0,76.0,354775.0,259960311553.0,370403231101.0,44175957989.0,91284525.0,140028969474.0,7686817923.0,54564201.0,40567312.0,,27422038.0,140743921910.0,9043710.0,177007.0,678787.0,,
dubliner,clang,0,1,hyper,14,q1 hyper,477.944,42201.06,959.0,25.0,350440.0,116994305772.0,261054274013.0,29439478937.0,56310857.0,133637505918.0,2392547586.0,44293266.0,35768702.0,,12388809.0,135553426352.0,16047646.0,39932.0,148100.0,,
dubliner,clang,0,1,hyper,16,q1 hyper,469.107,43066.12,984.0,17.0,350849.0,118265910965.0,258603586555.0,29177469521.0,55635763.0,134120709008.0,2393275873.0,35231555.0,26464343.0,,12481531.0,133756116170.0,15506898.0,22460.0,72561.0,,
dubliner,clang,0,1,vectorwise,16,q1 vectorwise,1066.636,105138.89,1448.0,88.0,357650.0,261659517854.0,372262728021.0,44366823423.0,91933853.0,140156251863.0,7671763668.0,54909965.0,39941687.0,,28778532.0,141341170561.0,8021666.0,164717.0,712585.0,,
dubliner,clang,0,1,vectorwise,17,q1 vectorwise,1187.471,110074.12,1775.0,94.0,357573.0,273418011999.0,373112590554.0,44672448312.0,95141015.0,140841306407.0,7744938435.0,105969456.0,92516895.0,,29108176.0,141260473433.0,9079665.0,192735.0,821666.0,,
dubliner,clang,0,1,hyper,17,q1 hyper,387.673,42206.25,1060.0,31.0,351060.0,117266537934.0,260958415574.0,29470599403.0,56029384.0,133961024920.0,2406502712.0,40238419.0,30854016.0,,11527569.0,133717752192.0,18026927.0,64967.0,262039.0,,
dubliner,clang,0,1,vectorwise,19,q1 vectorwise,981.609,109557.65,1876.0,109.0,358033.0,273473202572.0,372967628581.0,44658219773.0,94925937.0,139977492745.0,7719079341.0,83543123.0,67740273.0,,30037123.0,142508820800.0,9517288.0,236861.0,842763.0,,
dubliner,clang,0,1,hyper,19,q1 hyper,372.106,44038.64,1250.0,22.0,350627.0,122163062863.0,262159329555.0,29548686151.0,56476752.0,134327816294.0,2413139458.0,38166630.0,30056700.0,,13600427.0,133881610488.0,15474077.0,70208.0,117174.0,,
dubliner,clang,0,1,hyper,20,q1 hyper,347.189,43992.09,1220.0,56.0,350829.0,122159471248.0,263682473875.0,29733605161.0,56729147.0,133742504726.0,2384107916.0,40508616.0,30803167.0,,13844730.0,132074304500.0,15939843.0,105908.0,218287.0,,
dubliner,clang,0,1,vectorwise,20,q1 vectorwise,877.938,106613.87,1920.0,110.0,357240.0,265275776492.0,370910999885.0,44356661114.0,95281914.0,139864692522.0,7673070726.0,57276442.0,42133564.0,,30751461.0,140323086967.0,9347986.0,190156.0,942962.0,,
dubliner,clang,0,1,hyper,22,q1 hyper,346.619,43422.38,1544.0,40.0,350998.0,118363214743.0,263255691020.0,30061483254.0,57759896.0,133932748083.0,2402817522.0,43146951.0,30774573.0,,13067864.0,136850195876.0,16771684.0,67339.0,767177.0,,
dubliner,clang,0,1,vectorwise,22,q1 vectorwise,839.323,134005.39,37062.0,130.0,394037.0,251353143141.0,351572126459.0,42419980553.0,97317331.0,131718318499.0,7263625384.0,79792223.0,57666127.0,,108904715.0,135423902279.0,10371450.0,3634743.0,4329595.0,,
dubliner,clang,0,1,hyper,23,q1 hyper,364.965,45988.53,1638.0,39.0,350605.0,124286171433.0,265123083597.0,30292197162.0,58203624.0,134623731706.0,2416913974.0,59623835.0,42400787.0,,12993371.0,135363351896.0,16229714.0,67759.0,688500.0,,
dubliner,clang,0,1,vectorwise,23,q1 vectorwise,865.837,115354.23,2602.0,139.0,360193.0,288397911449.0,373925053272.0,45095385176.0,96169925.0,140385961633.0,7693390761.0,96942141.0,75382732.0,,31785467.0,141452319705.0,9059388.0,305315.0,1574654.0,,
dubliner,clang,0,1,hyper,24,q1 hyper,309.235,46752.21,1613.0,32.0,351589.0,128858805014.0,261990185562.0,29552461891.0,56386225.0,134655140659.0,2403240612.0,37749807.0,28621950.0,,14901322.0,135575654559.0,15781847.0,83628.0,108055.0,,
dubliner,clang,0,1,vectorwise,24,q1 vectorwise,748.591,106658.33,2323.0,137.0,358771.0,265398234181.0,371589418313.0,44323003635.0,93369033.0,139438891200.0,7639347236.0,53430997.0,39688388.0,,31146809.0,140667104465.0,9165472.0,300305.0,869453.0,,
dubliner,clang,0,1,vectorwise,25,q1 vectorwise,798.199,111220.09,2471.0,147.0,359336.0,277481799179.0,374415230910.0,44801066164.0,96487446.0,140920694137.0,7750233793.0,90665111.0,69613646.0,,38589191.0,140339379089.0,10031916.0,292600.0,791427.0,,
dubliner,clang,0,1,hyper,25,q1 hyper,308.494,46631.26,1556.0,47.0,351015.0,128456393197.0,260696270498.0,29393792637.0,56808933.0,132690241450.0,2383277311.0,43415983.0,33794749.0,,13609352.0,134065789265.0,16171790.0,31180.0,151168.0,,
dubliner,clang,0,1,hyper,27,q1 hyper,312.173,47303.12,1870.0,41.0,351274.0,129031237345.0,266595404249.0,30728677867.0,58885168.0,135554386211.0,2404493413.0,49783980.0,40220284.0,,14493585.0,134709563984.0,15599048.0,130953.0,1403434.0,,
dubliner,clang,0,1,vectorwise,27,q1 vectorwise,702.119,109942.18,2282.0,164.0,360575.0,274098591838.0,372843072190.0,44691403341.0,97095382.0,140779627359.0,7748823867.0,78583383.0,59803445.0,,31677865.0,140626301424.0,8817271.0,234240.0,753365.0,,
dubliner,clang,0,1,vectorwise,28,q1 vectorwise,691.358,111369.08,2590.0,168.0,360871.0,277407524936.0,373576720375.0,44912253974.0,96634370.0,140935239944.0,7811616255.0,83705088.0,61879775.0,,33634294.0,140575535955.0,9137105.0,310044.0,1027636.0,,
dubliner,clang,0,1,hyper,28,q1 hyper,327.973,50879.17,1762.0,57.0,351636.0,137184336402.0,266376917943.0,31002523243.0,59424321.0,134575440626.0,2374902947.0,57816215.0,55715462.0,,15767738.0,135045425776.0,16392935.0,101100.0,2252623.0,,
dubliner,clang,0,1,hyper,30,q1 hyper,266.274,47390.68,1814.0,15.0,351585.0,131021899631.0,264521296100.0,29960684779.0,57735685.0,135109605677.0,2402658951.0,41256911.0,31018988.0,,13630810.0,132164430690.0,15948885.0,78960.0,444325.0,,
dubliner,clang,0,1,vectorwise,30,q1 vectorwise,599.086,108344.64,2689.0,180.0,362648.0,269042023964.0,370885516276.0,44426999325.0,95959224.0,139426691789.0,7719797677.0,60611198.0,39588067.0,,28619299.0,140224555746.0,9376397.0,251206.0,997059.0,,
dubliner,clang,0,1,hyper,31,q1 hyper,309.46,51934.83,2478.0,32.0,351880.0,139138687069.0,266313928727.0,30383583564.0,58368160.0,134928589560.0,2395611095.0,57538046.0,47184792.0,,14202341.0,135289451770.0,16523412.0,96023.0,630332.0,,
dubliner,clang,0,1,vectorwise,31,q1 vectorwise,685.495,116570.78,3159.0,193.0,362375.0,291869848635.0,375167479273.0,45169155170.0,97630552.0,140289584081.0,7728117826.0,97573302.0,74498963.0,,35223200.0,141802179950.0,9986466.0,325295.0,1014244.0,,
dubliner,clang,0,1,hyper,33,q1 hyper,255.713,49939.11,2023.0,26.0,352073.0,137379739086.0,264626362299.0,29873889500.0,58397851.0,133746583137.0,2366359341.0,41726310.0,31551838.0,,15054128.0,133806831011.0,15715942.0,131680.0,358788.0,,
dubliner,clang,0,1,vectorwise,33,q1 vectorwise,643.745,109318.81,3192.0,205.0,362571.0,270273405740.0,370900984808.0,44470402613.0,96956418.0,139669192866.0,7682943400.0,59607483.0,41233214.0,,33028701.0,141429695088.0,9536927.0,379002.0,1077059.0,,
dubliner,clang,0,1,hyper,34,q1 hyper,443.635,58202.03,2432.0,65.0,352192.0,146638244212.0,286883621111.0,35701000073.0,64632172.0,139613211675.0,2489524761.0,111681728.0,97109193.0,,16926428.0,141848989983.0,16540193.0,169849.0,5656120.0,,
dubliner,clang,0,1,vectorwise,34,q1 vectorwise,686.976,115365.67,3221.0,205.0,363634.0,288322816801.0,375411369812.0,45257936667.0,97288273.0,141598297076.0,7830285296.0,110775146.0,96747150.0,,33883592.0,141218209863.0,10244775.0,264861.0,1038412.0,,
dubliner,clang,0,1,vectorwise,35,q1 vectorwise,564.424,111670.74,3434.0,230.0,364924.0,277358530042.0,374416509310.0,45050506001.0,97306769.0,139804958320.0,7718877859.0,92048410.0,69246367.0,,32092443.0,142439660435.0,9137810.0,224878.0,1042168.0,,
dubliner,clang,0,1,hyper,35,q1 hyper,289.459,61268.55,2678.0,55.0,352411.0,169838564685.0,263733768852.0,29774981980.0,57103480.0,133663567532.0,2363269128.0,47472170.0,36827726.0,,17943506.0,134550776414.0,16335112.0,179731.0,362620.0,,
dubliner,clang,0,1,hyper,36,q1 hyper,349.965,57296.23,2959.0,80.0,352360.0,147024890282.0,268852652498.0,31125114102.0,59796309.0,136540196743.0,2420247937.0,81408561.0,75130925.0,,17156565.0,135575420361.0,16566688.0,183647.0,1358064.0,,
dubliner,clang,0,1,vectorwise,36,q1 vectorwise,790.57,121843.63,3681.0,217.0,365607.0,301850359149.0,377741563695.0,45765778477.0,101580400.0,141793216621.0,7898621454.0,149720494.0,125760977.0,,34508001.0,141326896673.0,10083859.0,402463.0,1196917.0,,
dubliner,clang,0,1,hyper,38,q1 hyper,295.081,56374.54,2664.0,102.0,352798.0,147054822404.0,267172919411.0,30645180166.0,59121780.0,134548458454.0,2379961222.0,63579176.0,47881192.0,,18358315.0,133046699644.0,16065936.0,148114.0,1329738.0,,
dubliner,clang,0,1,vectorwise,38,q1 vectorwise,588.782,117237.51,3950.0,239.0,364756.0,291727094026.0,374718824478.0,45302033919.0,100088020.0,140883328417.0,7867842149.0,102435042.0,78064190.0,,34774617.0,140410806789.0,9334912.0,462577.0,1607161.0,,
dubliner,clang,0,1,vectorwise,39,q1 vectorwise,669.693,127664.98,5503.0,238.0,365388.0,319959879808.0,379979193216.0,46133841234.0,99787202.0,142784998344.0,7961459395.0,156460945.0,135706231.0,,36085498.0,142059951072.0,9708617.0,392441.0,1123463.0,,
dubliner,clang,0,1,hyper,39,q1 hyper,311.668,57226.98,2684.0,58.0,352603.0,147247481627.0,266374291088.0,30405711890.0,59161493.0,133312439502.0,2393119442.0,72522175.0,61682925.0,,18797078.0,136001602878.0,16399970.0,203869.0,1257829.0,,
dubliner,clang,0,1,vectorwise,41,q1 vectorwise,520.214,113555.05,4042.0,269.0,366528.0,280869540799.0,371520217366.0,44702775940.0,98280827.0,140255035251.0,7741314987.0,73359775.0,52642680.0,,37932857.0,140769678709.0,9820724.0,398293.0,1087031.0,,
dubliner,clang,0,1,hyper,41,q1 hyper,250.241,58503.74,3383.0,30.0,351815.0,160147493772.0,263055014755.0,29779471811.0,57083212.0,133718060108.0,2378753779.0,45052201.0,35825953.0,,18101495.0,136914119395.0,16391448.0,55805.0,165477.0,,
dubliner,clang,0,1,vectorwise,44,q1 vectorwise,754.913,145628.46,9330.0,282.0,367184.0,303802275887.0,370903826385.0,45202411154.0,103865549.0,137708133523.0,7548324693.0,120209650.0,99073965.0,,59156472.0,138910741513.0,9341015.0,1327424.0,2021710.0,,
dubliner,clang,0,1,hyper,44,q1 hyper,474.013,64930.1,3684.0,116.0,353760.0,157795493911.0,286150452308.0,35069745934.0,67183813.0,140424476250.0,2463321521.0,91482019.0,70919276.0,,20244826.0,140282957285.0,16141387.0,212096.0,4360473.0,,
dubliner,clang,0,1,vectorwise,46,q1 vectorwise,536.522,116588.17,4196.0,308.0,366523.0,289576627810.0,373080603644.0,45013970583.0,100842469.0,140350202881.0,7735270912.0,76659218.0,53506810.0,,36204301.0,141085867133.0,9421135.0,460594.0,1447810.0,,
dubliner,clang,0,1,hyper,46,q1 hyper,246.874,63517.52,3012.0,85.0,352837.0,170643479838.0,265565882256.0,30673331334.0,60095128.0,134519250914.0,2361880330.0,47613592.0,36396531.0,,20130458.0,136945822502.0,16578763.0,275657.0,936093.0,,
dubliner,clang,0,1,vectorwise,49,q1 vectorwise,481.897,116845.65,4923.0,312.0,369541.0,288442650746.0,376240248890.0,45454521925.0,100234345.0,141397277904.0,7785262129.0,88063122.0,69335218.0,,40761013.0,141000585386.0,9489794.0,384539.0,2037416.0,,
dubliner,clang,0,1,hyper,49,q1 hyper,246.943,64671.02,3499.0,45.0,353165.0,174927366624.0,267638971854.0,30544128320.0,59849901.0,136112235603.0,2368364916.0,52327558.0,39985253.0,,20431799.0,134514177951.0,17837908.0,213142.0,487396.0,,
dubliner,clang,0,1,vectorwise,52,q1 vectorwise,461.533,126379.15,5348.0,346.0,369180.0,310900742421.0,372880053616.0,44998547080.0,104683732.0,139413496417.0,7705025982.0,91522988.0,63439933.0,,40646353.0,141606310283.0,10257893.0,486141.0,1353737.0,,
dubliner,clang,0,1,hyper,52,q1 hyper,277.94,73744.36,4177.0,120.0,354093.0,193225694887.0,286329301327.0,34709038126.0,65545841.0,139379527048.0,2359392671.0,56134001.0,42601680.0,,22871800.0,142867568651.0,16848113.0,323575.0,4301139.0,,
dubliner,clang,0,1,hyper,55,q1 hyper,271.931,74911.41,4256.0,26.0,353087.0,199847558356.0,278744275442.0,33175999470.0,63240805.0,139165880142.0,2403864203.0,54563631.0,42005619.0,,21030643.0,140038560261.0,17963526.0,150922.0,2321684.0,,
dubliner,clang,0,1,vectorwise,55,q1 vectorwise,504.053,125786.51,5025.0,373.0,368836.0,309770112601.0,376979208072.0,45527435048.0,101746945.0,140896351302.0,7744995820.0,98076255.0,68364314.0,,39285952.0,141613872412.0,9650016.0,565968.0,1799480.0,,
dubliner,clang,0,1,vectorwise,57,q1 vectorwise,599.448,131380.35,8868.0,388.0,368354.0,321681557951.0,382120462660.0,46554210809.0,106401641.0,143389523082.0,7938327600.0,160875672.0,121137985.0,,39052190.0,141814977325.0,9151537.0,359612.0,1001825.0,,
dubliner,clang,0,1,hyper,57,q1 hyper,405.687,86784.09,4743.0,115.0,355058.0,218461038520.0,328235152315.0,45218269537.0,76420991.0,151714851501.0,2489457972.0,100967010.0,73907934.0,,23864194.0,155078208749.0,16808820.0,486359.0,14987319.0,,
dubliner,clang,0,1,hyper,60,q1 hyper,391.656,82080.21,5069.0,155.0,356311.0,207410106741.0,298983625054.0,38035379095.0,68490408.0,144479714346.0,2437277181.0,75882058.0,59042805.0,,23796296.0,145103185365.0,19387691.0,554884.0,9616585.0,,
dubliner,clang,0,1,vectorwise,60,q1 vectorwise,576.675,133703.1,5904.0,392.0,372264.0,326827094136.0,379320404765.0,46212227012.0,106650299.0,142020537433.0,7786861422.0,112673786.0,90224460.0,,42891464.0,142408657750.0,10025688.0,559531.0,2272572.0,,
dubliner,clang,0,1,hyper,63,q1 hyper,281.029,87960.92,5071.0,52.0,353729.0,228164325056.0,301555959920.0,38748005117.0,68383890.0,144753565117.0,2392712393.0,59822202.0,45044937.0,,24610726.0,146533528782.0,18409659.0,614981.0,8149696.0,,
dubliner,clang,0,1,vectorwise,63,q1 vectorwise,322.568,122437.68,9663.0,414.0,375135.0,303525063263.0,383445815411.0,46458804220.0,104079844.0,144398928819.0,7902353578.0,87468266.0,52018940.0,,44931775.0,142287914455.0,9841108.0,500290.0,2889181.0,,
dubliner,clang,0,1,hyper,66,q1 hyper,333.237,88628.67,5791.0,82.0,355180.0,222479502956.0,288691036196.0,35784926441.0,66165839.0,141527666382.0,2408847703.0,60730197.0,46359538.0,,26355050.0,142764326474.0,16497589.0,415140.0,5180303.0,,
dubliner,clang,0,1,vectorwise,66,q1 vectorwise,316.072,124369.91,8018.0,445.0,377391.0,304653349907.0,374066487463.0,45129852819.0,100691149.0,139415028988.0,7659647026.0,87636392.0,53890598.0,,44975089.0,140367782901.0,10051830.0,620787.0,1730687.0,,
dubliner,clang,0,1,hyper,68,q1 hyper,288.574,92365.71,5273.0,60.0,355067.0,242940112351.0,290243325969.0,35621673456.0,67044453.0,141903418749.0,2389595771.0,61535202.0,47890023.0,,26641159.0,142781437019.0,16698806.0,413721.0,5947734.0,,
dubliner,clang,0,1,vectorwise,68,q1 vectorwise,335.928,125850.98,7236.0,451.0,375337.0,309801823875.0,372664892163.0,45181516390.0,102119473.0,141769766452.0,7862862090.0,93882352.0,59725558.0,,43449590.0,140833881176.0,10605034.0,613781.0,1110607.0,,
dubliner,clang,0,1,vectorwise,71,q1 vectorwise,344.584,132009.05,7775.0,489.0,377759.0,322606071503.0,380323815788.0,46727187302.0,107202800.0,142636931018.0,7757607628.0,97245221.0,57870377.0,,44908384.0,142188854101.0,10151601.0,720418.0,2932323.0,,
dubliner,clang,0,1,hyper,71,q1 hyper,365.836,100366.72,5788.0,171.0,355573.0,243215160760.0,304624272248.0,38960066711.0,69305771.0,144016281514.0,2390520807.0,67807941.0,56725885.0,,30605609.0,145801016813.0,18588225.0,448175.0,8484340.0,,
dubliner,clang,0,1,vectorwise,74,q1 vectorwise,517.477,135913.57,8544.0,482.0,381641.0,314993163158.0,378008357906.0,45917302445.0,104118429.0,139780282655.0,7706513813.0,137367365.0,100516664.0,,46414806.0,143292048848.0,10653393.0,802012.0,1661680.0,,
dubliner,clang,0,1,hyper,74,q1 hyper,428.142,99785.12,5639.0,95.0,356172.0,228071962269.0,299598504695.0,38676269048.0,71361801.0,143600952793.0,2425232145.0,99430701.0,73364884.0,,26832040.0,144032368214.0,16929716.0,457973.0,6721570.0,,
dubliner,clang,0,1,hyper,77,q1 hyper,324.552,103861.78,6526.0,108.0,356290.0,258286934099.0,296836228014.0,37405588401.0,72086136.0,143452462778.0,2381171514.0,68311108.0,51906244.0,,29048655.0,143896918627.0,16533123.0,458385.0,12884841.0,,
dubliner,clang,0,1,vectorwise,77,q1 vectorwise,426.461,144414.53,12052.0,516.0,381179.0,336432076524.0,373778431138.0,45277036440.0,103680645.0,138571662822.0,7678482552.0,117234247.0,86567024.0,,51803273.0,141915240736.0,11028141.0,818005.0,1681270.0,,
dubliner,clang,0,1,hyper,79,q1 hyper,384.861,101331.0,6412.0,146.0,357753.0,234225193291.0,289087688784.0,35718114013.0,70715211.0,141312031763.0,2406875097.0,81497831.0,61522580.0,,28982398.0,142493559104.0,17973807.0,426415.0,5641688.0,,
dubliner,clang,0,1,vectorwise,79,q1 vectorwise,360.431,154279.02,13179.0,550.0,386169.0,374574458949.0,374922017048.0,46201012373.0,109323847.0,139231971715.0,7594431212.0,107638652.0,64764952.0,,54487338.0,141857031440.0,11361920.0,814014.0,2746498.0,,
dubliner,clang,0,1,vectorwise,82,q1 vectorwise,535.211,164462.84,10338.0,544.0,387061.0,397100488748.0,386087632923.0,47354639517.0,111342526.0,144056271500.0,7993626401.0,132792082.0,87608749.0,,57161289.0,143655460570.0,11276308.0,837280.0,3124335.0,,
dubliner,clang,0,1,hyper,82,q1 hyper,564.895,132241.51,10696.0,228.0,359673.0,325620038888.0,413232477770.0,65914272376.0,101899624.0,173985835612.0,2371712390.0,100972798.0,81841248.0,,35220370.0,176834427266.0,17128439.0,2342046.0,44162475.0,,
dubliner,clang,0,1,hyper,85,q1 hyper,443.509,115885.47,8596.0,173.0,359310.0,281159907319.0,324699452080.0,43897822890.0,74598061.0,151129020875.0,2422061117.0,76395349.0,55560254.0,,36759229.0,151206663005.0,17443193.0,749055.0,9867031.0,,
dubliner,clang,0,1,vectorwise,85,q1 vectorwise,494.747,161822.69,11468.0,575.0,387253.0,378271835733.0,374767950587.0,45950186192.0,110869266.0,138951411163.0,7655420026.0,120564191.0,75405619.0,,60324498.0,141124514951.0,11352351.0,912693.0,2810819.0,,
dubliner,clang,0,1,hyper,88,q1 hyper,631.973,125858.52,6769.0,102.0,355066.0,294996741983.0,347577083607.0,49707102408.0,85575558.0,156181688069.0,2466155729.0,129069923.0,105511424.0,,37137404.0,158729376204.0,16733348.0,512899.0,17064221.0,,
dubliner,clang,0,1,vectorwise,88,q1 vectorwise,490.748,184005.6,24212.0,620.0,383495.0,373905659770.0,373133249968.0,45775150494.0,116611130.0,139998747948.0,7767846515.0,140497868.0,91439004.0,,114595347.0,140251667122.0,10923435.0,1613882.0,3525112.0,,
dubliner,clang,0,1,vectorwise,90,q1 vectorwise,512.865,169802.62,10433.0,605.0,386547.0,406131382711.0,385727753563.0,47120602443.0,112640902.0,144022044347.0,8036430289.0,117478320.0,68331426.0,,63322655.0,143172748916.0,12032109.0,942002.0,3890647.0,,
dubliner,clang,0,1,hyper,90,q1 hyper,411.88,121153.26,6847.0,89.0,356938.0,301658810754.0,340882653518.0,48060882599.0,79301843.0,155432999349.0,2425201702.0,75760460.0,60748504.0,,33797215.0,158961654120.0,17617241.0,723366.0,11268259.0,,
dubliner,clang,0,1,hyper,93,q1 hyper,624.879,124864.85,7160.0,136.0,358760.0,289463678856.0,356256410805.0,51439456064.0,83520485.0,159167333065.0,2515781437.0,146893495.0,120688162.0,,36163427.0,159206808081.0,17351707.0,733739.0,17095531.0,,
dubliner,clang,0,1,vectorwise,93,q1 vectorwise,720.865,187780.17,11016.0,620.0,389946.0,443042050951.0,388410628427.0,47883855909.0,117280204.0,143664996486.0,8245035191.0,178912781.0,122497536.0,,62911017.0,145311102271.0,11696613.0,1025889.0,3348458.0,,
dubliner,clang,0,1,vectorwise,96,q1 vectorwise,821.987,202734.41,36191.0,663.0,392612.0,477614421886.0,394252513607.0,50410185020.0,124686270.0,143996576206.0,8343185245.0,276278971.0,201172351.0,,86557518.0,145648256668.0,12569697.0,1662598.0,6508735.0,,
dubliner,clang,0,1,hyper,96,q1 hyper,794.538,166592.7,8358.0,144.0,356707.0,407330130009.0,509713115832.0,87521286775.0,122084336.0,201921512344.0,2681034547.0,272685141.0,227136205.0,,41333413.0,207078445271.0,17952710.0,1084790.0,51854018.0,,
dubliner,clang,0,1,hyper,99,q1 hyper,381.804,133730.85,8593.0,167.0,359414.0,327806750228.0,320282897983.0,43212755623.0,75648089.0,150263234504.0,2427031575.0,83724979.0,59678127.0,,36339078.0,151135558524.0,17481455.0,598665.0,9137982.0,,
dubliner,clang,0,1,vectorwise,99,q1 vectorwise,497.984,215224.56,11669.0,690.0,391907.0,533664063168.0,388319619826.0,49039282532.0,119279450.0,143489140384.0,8409833591.0,154469187.0,99302045.0,,71773903.0,144574674894.0,11894523.0,1100293.0,5223515.0,,
dubliner,clang,0,1,hyper,101,q1 hyper,488.572,142875.85,10377.0,317.0,364123.0,342838995078.0,339152451490.0,47421364846.0,83589730.0,155488641374.0,2409829609.0,83869847.0,62426957.0,,43892679.0,157247420146.0,17320132.0,909964.0,15305279.0,,
dubliner,clang,0,1,vectorwise,101,q1 vectorwise,455.831,178938.53,14749.0,723.0,388859.0,426183665105.0,377349957923.0,46566077097.0,121400869.0,140481628060.0,8509445599.0,142762986.0,83294643.0,,64036223.0,142152308832.0,12494788.0,1306955.0,3673660.0,,
dubliner,clang,0,1,vectorwise,104,q1 vectorwise,456.733,200886.87,12149.0,727.0,389128.0,495114181533.0,390579645261.0,48273111226.0,120990122.0,145077865147.0,8885880720.0,118473130.0,67416660.0,,68856537.0,145607183608.0,12514507.0,1841240.0,4730510.0,,
dubliner,clang,0,1,hyper,104,q1 hyper,566.923,133446.29,9950.0,133.0,360130.0,305516230613.0,304716982953.0,39694665163.0,78860782.0,145822151590.0,2443335188.0,83849992.0,66031212.0,,35729263.0,148060195106.0,17563082.0,612725.0,11074665.0,,
dubliner,clang,0,1,hyper,107,q1 hyper,822.439,141061.32,10154.0,291.0,363344.0,331959100081.0,391538915378.0,60985318205.0,102973988.0,166460513501.0,2497841451.0,163082205.0,137621378.0,,41150068.0,166681597379.0,17757529.0,1179252.0,32833396.0,,
dubliner,clang,0,1,vectorwise,107,q1 vectorwise,706.365,205798.64,12959.0,713.0,393903.0,483103709529.0,387421771965.0,47832175236.0,123445079.0,144369888292.0,9148826593.0,181193765.0,128268071.0,,66868167.0,143869075326.0,13101118.0,1500343.0,3322172.0,,
dubliner,clang,0,1,hyper,110,q1 hyper,438.192,146141.59,16561.0,345.0,366289.0,342041950048.0,344706305193.0,48971018681.0,85442355.0,156681883820.0,2444843628.0,91315620.0,74592998.0,,46222530.0,155422595154.0,18263273.0,1003326.0,17612099.0,,
dubliner,clang,0,1,vectorwise,110,q1 vectorwise,408.466,238505.11,19467.0,804.0,393081.0,580058668771.0,405893891644.0,55141676302.0,133084189.0,146258331088.0,8561984154.0,156166955.0,90600372.0,,121035111.0,148011986116.0,13749063.0,2244379.0,12814479.0,,
dubliner,clang,0,1,hyper,112,q1 hyper,925.917,203215.96,9897.0,323.0,357886.0,505939880778.0,597237730194.0,110843763752.0,132102980.0,223825953893.0,2614342498.0,285719259.0,264934852.0,,46450651.0,226051338804.0,18072449.0,1193464.0,63730780.0,,
dubliner,clang,0,1,vectorwise,112,q1 vectorwise,905.358,235944.83,15340.0,756.0,391335.0,573292447441.0,409232250757.0,51826850797.0,131645542.0,149395765891.0,9520179798.0,240872032.0,187838615.0,,73329524.0,147420483638.0,13347172.0,1536818.0,6277558.0,,
dubliner,clang,0,1,vectorwise,115,q1 vectorwise,484.023,218682.02,15644.0,787.0,394419.0,526457606261.0,386518296728.0,47721866166.0,125086949.0,143091257422.0,9391991172.0,139789617.0,92628996.0,,74490450.0,142490326249.0,13713049.0,2063502.0,4206198.0,,
