machine,compiler,repetition,query,engine,threads,query_label,time_seconds,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,L1-icache-loads,L1-icache-load-misses,dTLB-loads,dTLB-load-misses,iTLB-loads,iTLB-load-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses
dubliner,gcc,0,5,vectorwise,137,q5 vectorwise,835.772,470448.55,33280.0,967.0,561177.0,1218765248770.0,184374418939.0,29329876149.0,486840063.0,51926345704.0,6115452608.0,1901896286.0,1084311141.0,,151606744.0,51012412892.0,1232068343.0,1849343.0,16705672.0,,
dubliner,gcc,0,5,hyper,140,q5 hyper,500.83,275534.9,40079.0,480.0,517732.0,728592745165.0,182599199674.0,28540797963.0,870375596.0,53906683632.0,4341519181.0,1813890907.0,1033520142.0,,120743831.0,52726127186.0,1184603620.0,1219659.0,12237985.0,,
dubliner,gcc,0,5,vectorwise,140,q5 vectorwise,1352.575,618079.63,36349.0,1022.0,572086.0,1600246772857.0,231803824535.0,39205914074.0,513399520.0,63282820136.0,6392292031.0,2019638052.0,1174158320.0,,168466179.0,61341178132.0,1238833087.0,2111027.0,21436374.0,,
dubliner,gcc,0,5,hyper,143,q5 hyper,532.213,283384.34,35016.0,561.0,517156.0,745403968608.0,185612551626.0,29102361262.0,866207869.0,54547646808.0,4340133029.0,1798624273.0,1030065928.0,,126140236.0,54268007251.0,1187457214.0,1629892.0,13494468.0,,
dubliner,gcc,0,5,vectorwise,143,q5 vectorwise,940.35,466018.41,39486.0,1044.0,580615.0,1183556078566.0,181241052659.0,28661613608.0,479903358.0,50510283302.0,6104843704.0,1915496011.0,1110924255.0,,173752997.0,49934748788.0,1215174810.0,1745173.0,14655230.0,,
dubliner,gcc,0,5,vectorwise,145,q5 vectorwise,1578.171,609096.82,36977.0,1036.0,565236.0,1587706038770.0,211091728630.0,34372237192.0,505423794.0,57595403020.0,6454046565.0,2054329533.0,1213011302.0,,172376496.0,56337942397.0,1241660880.0,4078235.0,16292053.0,,
dubliner,gcc,0,5,hyper,145,q5 hyper,522.222,291103.64,33046.0,729.0,550698.0,765987801417.0,186947921829.0,29647813015.0,878186828.0,55800958705.0,4412798738.0,1823117867.0,1040253776.0,,134185216.0,54083661241.0,1177990270.0,1781359.0,13933337.0,,
dubliner,gcc,0,5,hyper,148,q5 hyper,456.998,287839.06,36928.0,904.0,543464.0,778932627531.0,194519887332.0,31741115371.0,864721269.0,57696095728.0,4253971598.0,1777480799.0,1021747706.0,,130917335.0,57822753755.0,1185022216.0,1338519.0,15255642.0,,
dubliner,gcc,0,5,vectorwise,148,q5 vectorwise,1189.944,528093.88,37399.0,1080.0,578069.0,1334452112857.0,213249708862.0,35882505594.0,488177970.0,59151000973.0,6238339132.0,1948512789.0,1177405776.0,,175079420.0,58099773632.0,1226447964.0,2255893.0,20175364.0,,
dubliner,gcc,0,5,hyper,151,q5 hyper,546.893,304177.15,39081.0,670.0,544326.0,777918566790.0,199364853095.0,32068697550.0,914431129.0,57943428068.0,4400160301.0,1838948912.0,1059478875.0,,142556681.0,57423401546.0,1200358142.0,1390832.0,16897199.0,,
dubliner,gcc,0,5,vectorwise,151,q5 vectorwise,1342.434,535660.99,37443.0,1096.0,572149.0,1366230508014.0,201871815574.0,32684538316.0,497803123.0,54965907779.0,6399336340.0,2026780954.0,1199664403.0,,171891417.0,54210128764.0,1230488383.0,3779782.0,17222168.0,,
dubliner,gcc,0,5,hyper,154,q5 hyper,429.419,299881.65,35428.0,771.0,548878.0,821158704576.0,183742090931.0,29127202478.0,870935017.0,54996352023.0,4253064552.0,1774571526.0,1033691854.0,,141055505.0,54560563522.0,1186409895.0,1332510.0,15442109.0,,
dubliner,gcc,0,5,vectorwise,154,q5 vectorwise,1129.591,516186.92,36164.0,1094.0,566889.0,1323976185515.0,191276162672.0,30370543591.0,474639335.0,51850808395.0,6213542266.0,1955722409.0,1170382713.0,,193770300.0,52768339138.0,1234430109.0,4069364.0,16165408.0,,
dubliner,gcc,0,5,vectorwise,156,q5 vectorwise,993.72,574694.43,39733.0,1110.0,569443.0,1468175682956.0,196894831979.0,31649908020.0,496049275.0,53417594886.0,6335399510.0,2028985518.0,1203485005.0,,179436461.0,52696225146.0,1230263546.0,1982537.0,14853961.0,,
dubliner,gcc,0,5,hyper,156,q5 hyper,521.223,308048.3,38322.0,601.0,538567.0,810810773613.0,180837504128.0,28265594707.0,859117762.0,53668065290.0,4360122938.0,1875885701.0,1061059372.0,,134618413.0,53013712750.0,1182954514.0,949653.0,13579488.0,,
dubliner,gcc,0,5,hyper,159,q5 hyper,479.022,312224.27,37081.0,677.0,547774.0,849829749951.0,189563115203.0,30041332347.0,872017534.0,54825980333.0,4399942030.0,1830165048.0,1041254438.0,,140585228.0,55183888416.0,1196703474.0,2289994.0,13545629.0,,
dubliner,gcc,0,5,vectorwise,159,q5 vectorwise,1098.751,590059.44,36656.0,1159.0,584774.0,1527990310308.0,199135634257.0,31988631095.0,492498274.0,54255252725.0,6456000797.0,2033679568.0,1202109384.0,,190168805.0,53886795499.0,1251596101.0,2506298.0,15851081.0,,
dubliner,gcc,0,5,vectorwise,162,q5 vectorwise,1262.971,592358.32,38232.0,1195.0,581973.0,1511364915338.0,203689571284.0,33420168788.0,495578081.0,55814775901.0,6391894436.0,2018788228.0,1174332276.0,,184257865.0,53838381485.0,1241428462.0,1941420.0,15457235.0,,
dubliner,gcc,0,5,hyper,162,q5 hyper,475.356,308954.78,42113.0,784.0,520936.0,838436834279.0,172999035858.0,26105684701.0,867500090.0,50954407123.0,4272241674.0,1826095911.0,1038468702.0,,134552404.0,50334716911.0,1185356077.0,1378872.0,11929094.0,,
dubliner,gcc,0,5,vectorwise,165,q5 vectorwise,758.038,524127.99,49286.0,1226.0,582822.0,1371460466950.0,191458970551.0,31159089078.0,481344006.0,53021796372.0,6183602009.0,1898105314.0,1079038616.0,,173728221.0,52382240784.0,1226808615.0,2090167.0,17329263.0,,
dubliner,gcc,0,5,hyper,165,q5 hyper,582.867,330727.64,44558.0,1312.0,534989.0,891034670737.0,203372786858.0,33277379628.0,959153907.0,59168054756.0,4418898660.0,1861032607.0,1042083496.0,,154092361.0,59373749239.0,1199936122.0,1329502.0,15095015.0,,
dubliner,gcc,0,5,hyper,167,q5 hyper,508.305,328045.88,41048.0,614.0,547527.0,855723259146.0,187090133003.0,29527835282.0,904740246.0,56102720362.0,4342755973.0,1825657792.0,1053270639.0,,139589844.0,55850606152.0,1202201253.0,1450891.0,14455971.0,,
dubliner,gcc,0,5,vectorwise,167,q5 vectorwise,872.773,553116.39,51294.0,1220.0,571266.0,1451823549989.0,192495231338.0,30952416779.0,481311120.0,53279173657.0,6407842710.0,1980820187.0,1163695019.0,,170326596.0,52973884665.0,1243692622.0,2270809.0,15206206.0,,
dubliner,gcc,0,5,hyper,170,q5 hyper,493.219,340781.92,51934.0,862.0,565000.0,929689420310.0,176202605101.0,26958834920.0,909958391.0,52026237350.0,4382972793.0,1865988114.0,1043567935.0,,142612278.0,51941222838.0,1190136757.0,868658.0,11788234.0,,
dubliner,gcc,0,5,vectorwise,170,q5 vectorwise,662.046,551368.38,74521.0,1267.0,564454.0,1451960039569.0,219902196264.0,37751143486.0,490920534.0,60842539114.0,6290549640.0,1916168610.0,1104419399.0,,168969887.0,60052987010.0,1251423101.0,2557155.0,20592215.0,,
dubliner,gcc,0,5,vectorwise,173,q5 vectorwise,675.227,573172.63,37680.0,1270.0,575254.0,1497277993229.0,242305538295.0,43101423595.0,496060282.0,67143845013.0,6396743876.0,1984945050.0,1154520581.0,,177302696.0,65816297591.0,1241907563.0,2153570.0,23543344.0,,
dubliner,gcc,0,5,hyper,173,q5 hyper,550.623,344946.27,48650.0,1847.0,555256.0,932375157754.0,193904575144.0,31493895641.0,926875484.0,57492839207.0,4391597365.0,1867417885.0,1050562443.0,,157228276.0,55107600158.0,1191473382.0,1762939.0,16206377.0,,
dubliner,gcc,0,5,hyper,176,q5 hyper,871.902,442767.71,79830.0,3530.0,552600.0,1110811651462.0,392006041738.0,78216939014.0,1026613069.0,110959312423.0,4880558988.0,2156584192.0,1243350859.0,,200767171.0,109847308427.0,1207862166.0,2429000.0,46725228.0,,
dubliner,gcc,0,5,vectorwise,176,q5 vectorwise,1513.985,1037720.47,119877.0,1332.0,633770.0,2729975935746.0,276972133646.0,48025619012.0,519059369.0,69172517766.0,6640684260.0,2326483832.0,1405395188.0,,378446827.0,70181021989.0,1229809214.0,14858084.0,26742238.0,,
dubliner,gcc,0,6,vectorwise,1,q6 vectorwise,2658.409,18594.5,223.0,2.0,256746.0,51822323663.0,45157860878.0,2296075023.0,36780790.0,10529709615.0,715954761.0,301610517.0,312622176.0,,3185445.0,10586736046.0,21527346.0,6036.0,900830.0,,
dubliner,gcc,0,6,hyper,1,q6 hyper,4302.105,27910.19,421.0,10.0,257049.0,77820180746.0,21565360446.0,1468930113.0,2337206.0,6161240186.0,1237335044.0,64857028.0,58717721.0,,6218611.0,5969782320.0,11941141.0,4839.0,64884.0,,
dubliner,gcc,0,6,vectorwise,2,q6 vectorwise,1627.933,21319.5,253.0,3.0,272996.0,59409704329.0,45968444772.0,2362219098.0,37695720.0,10700718174.0,727718382.0,312198239.0,316410830.0,,3817218.0,10664238961.0,21907145.0,9172.0,742661.0,,
dubliner,gcc,0,6,hyper,2,q6 hyper,2151.278,28162.51,180.0,2.0,257217.0,78402779591.0,21466043898.0,1464812267.0,2486414.0,6309217641.0,1226144451.0,63942453.0,58416304.0,,5215990.0,6138331606.0,12062018.0,2837.0,112958.0,,
dubliner,gcc,0,6,hyper,3,q6 hyper,1457.831,28614.75,219.0,3.0,257123.0,79614573837.0,21428563656.0,1457465052.0,2287530.0,6146704922.0,1232392747.0,66441859.0,60957916.0,,5582153.0,5814363212.0,12130261.0,5603.0,106681.0,,
dubliner,gcc,0,6,vectorwise,3,q6 vectorwise,1031.515,20858.61,286.0,11.0,268382.0,58106125070.0,45811599081.0,2365152028.0,37400615.0,10673455490.0,728556950.0,314571666.0,309387590.0,,3740748.0,10698905654.0,22477395.0,15155.0,517842.0,,
dubliner,gcc,0,6,vectorwise,5,q6 vectorwise,605.551,20483.31,283.0,20.0,264201.0,56937523218.0,45605186696.0,2329002344.0,37487468.0,10642189247.0,725723615.0,322409809.0,313241438.0,,3581071.0,10601448710.0,21819618.0,39080.0,630129.0,,
dubliner,gcc,0,6,hyper,5,q6 hyper,872.607,28316.48,188.0,14.0,257161.0,78511992987.0,21473543611.0,1449808046.0,2499480.0,6315887104.0,1230154762.0,64722574.0,59079177.0,,5017464.0,6138695961.0,12175487.0,8874.0,100896.0,,
dubliner,gcc,0,6,hyper,6,q6 hyper,739.347,28918.71,224.0,12.0,257072.0,80394671158.0,21420873547.0,1443405540.0,2306845.0,6135953123.0,1236879757.0,66573841.0,60926020.0,,5265013.0,6130519260.0,12569187.0,6119.0,109796.0,,
dubliner,gcc,0,6,vectorwise,6,q6 vectorwise,519.223,21071.84,368.0,34.0,264656.0,58323681736.0,45541798185.0,2342492958.0,37728732.0,10703511367.0,722831992.0,319486870.0,309336870.0,,4189101.0,10592168164.0,22284421.0,29263.0,548281.0,,
dubliner,gcc,0,6,hyper,8,q6 hyper,557.886,28828.33,223.0,20.0,257151.0,79816373847.0,21401330957.0,1449274335.0,2362282.0,6151481887.0,1237091564.0,65704975.0,59900082.0,,5642172.0,6171801043.0,12435907.0,12565.0,90739.0,,
dubliner,gcc,0,6,vectorwise,8,q6 vectorwise,389.26,21189.34,388.0,41.0,262985.0,58840085776.0,45517916163.0,2320763397.0,37959533.0,10646165949.0,727868194.0,312173763.0,303845679.0,,4133431.0,10507965841.0,22005939.0,23123.0,504191.0,,
dubliner,gcc,0,6,vectorwise,9,q6 vectorwise,346.356,21277.11,486.0,45.0,262867.0,58919688967.0,45697621627.0,2355444019.0,37931909.0,10662768016.0,730724041.0,315103295.0,319325598.0,,4338705.0,10581902348.0,22182214.0,17822.0,581466.0,,
dubliner,gcc,0,6,hyper,9,q6 hyper,494.344,29086.67,274.0,7.0,257003.0,81012870075.0,21459446486.0,1469664432.0,2410400.0,6175124694.0,1231677727.0,66243024.0,60578459.0,,5013192.0,5929544549.0,11827908.0,7210.0,96137.0,,
dubliner,gcc,0,6,hyper,11,q6 hyper,406.934,28927.11,286.0,16.0,257083.0,80605945968.0,21569144738.0,1483184181.0,2508752.0,6362771101.0,1226669958.0,62874309.0,58639882.0,,5522294.0,6117628862.0,12071583.0,14005.0,96646.0,,
dubliner,gcc,0,6,vectorwise,11,q6 vectorwise,289.178,21704.91,509.0,56.0,265341.0,60425418780.0,45772342699.0,2370480886.0,38465735.0,10684709649.0,729187158.0,311600119.0,303929072.0,,4779726.0,10601072504.0,22003454.0,23720.0,515802.0,,
dubliner,gcc,0,6,hyper,12,q6 hyper,374.063,29232.21,286.0,13.0,257261.0,81396537262.0,21462243651.0,1467983179.0,2613667.0,6199181752.0,1237584657.0,63928538.0,59841746.0,,5134791.0,5913411316.0,12308942.0,2665.0,93475.0,,
dubliner,gcc,0,6,vectorwise,12,q6 vectorwise,268.375,22136.2,658.0,60.0,264332.0,61351655767.0,45827095865.0,2365679715.0,38341985.0,10678643806.0,728887340.0,312851936.0,303853625.0,,4765680.0,10610927108.0,22276750.0,14731.0,553557.0,,
dubliner,gcc,0,6,vectorwise,13,q6 vectorwise,245.517,21960.21,709.0,71.0,265694.0,60987551408.0,45680250802.0,2365156841.0,38275960.0,10659333780.0,727637081.0,312161650.0,300817635.0,,5009010.0,10523273685.0,21990639.0,30259.0,562046.0,,
dubliner,gcc,0,6,hyper,13,q6 hyper,347.723,29284.06,279.0,8.0,257104.0,81567306343.0,21524062028.0,1454726279.0,2447102.0,6103310664.0,1232601027.0,65399725.0,60174455.0,,5279886.0,6178154882.0,12506737.0,14868.0,103156.0,,
dubliner,gcc,0,6,vectorwise,14,q6 vectorwise,233.526,22588.23,702.0,76.0,265854.0,62694660275.0,45734928075.0,2385145505.0,37542584.0,10443880151.0,718052914.0,307426852.0,303659918.0,,5739739.0,10607514970.0,22340206.0,19294.0,573219.0,,
dubliner,gcc,0,6,hyper,14,q6 hyper,327.128,29670.46,334.0,17.0,257143.0,82663002276.0,21631278263.0,1489193437.0,2396791.0,6085885551.0,1234018618.0,65759079.0,60265300.0,,5187607.0,6153055212.0,12554768.0,14287.0,95123.0,,
dubliner,gcc,0,6,hyper,16,q6 hyper,286.553,29639.37,374.0,3.0,257232.0,82527663308.0,21557977759.0,1481118243.0,2652843.0,6332664400.0,1233409382.0,64938457.0,59695232.0,,5412569.0,6128998887.0,12068398.0,3247.0,90742.0,,
dubliner,gcc,0,6,vectorwise,16,q6 vectorwise,207.812,22766.7,803.0,87.0,266395.0,63164797047.0,45863196335.0,2368580219.0,38395651.0,10692541963.0,728719986.0,308697989.0,296405094.0,,4917544.0,10509827551.0,21977961.0,11396.0,576246.0,,
dubliner,gcc,0,6,vectorwise,17,q6 vectorwise,196.383,23150.61,968.0,95.0,267604.0,63348176010.0,45617006453.0,2398488553.0,39021412.0,10628827834.0,731577003.0,311950772.0,304563980.0,,5926895.0,10690521671.0,22517977.0,10404.0,488076.0,,
dubliner,gcc,0,6,hyper,17,q6 hyper,272.393,30116.77,307.0,11.0,257173.0,83835699542.0,21471265234.0,1459535575.0,2657371.0,6167151890.0,1222356408.0,67231721.0,61385348.0,,5411137.0,6142806131.0,12609637.0,5708.0,78615.0,,
dubliner,gcc,0,6,vectorwise,19,q6 vectorwise,181.156,23865.48,1156.0,110.0,268386.0,65991376896.0,45724275833.0,2439496947.0,39200968.0,10684018194.0,736636225.0,312753137.0,302943831.0,,6040280.0,10640544818.0,22299459.0,42615.0,665469.0,,
dubliner,gcc,0,6,hyper,19,q6 hyper,246.332,30303.1,426.0,17.0,257466.0,83205252640.0,21475726273.0,1479132422.0,3014015.0,6371101973.0,1231249327.0,66600652.0,59502298.0,,5007196.0,6047089469.0,12023524.0,2659.0,87118.0,,
dubliner,gcc,0,6,hyper,20,q6 hyper,249.994,32368.58,401.0,12.0,257260.0,87229068237.0,20964109987.0,1449863787.0,2395811.0,6075688860.0,1211030958.0,66725028.0,62633733.0,,6517995.0,5917760761.0,12554426.0,4358.0,103291.0,,
dubliner,gcc,0,6,vectorwise,20,q6 vectorwise,174.93,24375.89,1172.0,125.0,269027.0,66756529455.0,45949333381.0,2564714697.0,39886725.0,10988489956.0,727522621.0,313423905.0,299072881.0,,8071912.0,10495724077.0,22229196.0,16992.0,533418.0,,
dubliner,gcc,0,6,hyper,22,q6 hyper,217.945,30662.33,356.0,12.0,257322.0,82998531490.0,21189326179.0,1463571904.0,2925673.0,6172962688.0,1237331799.0,63107884.0,58537596.0,,5777282.0,5998299239.0,11199164.0,29589.0,107244.0,,
dubliner,gcc,0,6,vectorwise,22,q6 vectorwise,160.574,25252.82,1393.0,130.0,269145.0,64667774024.0,47744696535.0,2990253154.0,41077418.0,11254267212.0,736503326.0,321434571.0,308687186.0,,8519269.0,11203681808.0,21544091.0,36643.0,1087158.0,,
dubliner,gcc,0,6,vectorwise,23,q6 vectorwise,159.898,25578.31,1515.0,134.0,270026.0,69304721998.0,46017574621.0,2699290481.0,38751195.0,10858009118.0,729803907.0,315088660.0,309342045.0,,7334325.0,10713205912.0,22568117.0,20306.0,642940.0,,
dubliner,gcc,0,6,hyper,23,q6 hyper,210.658,31347.93,428.0,14.0,257248.0,86466724028.0,21332503957.0,1442190525.0,2777744.0,6183706487.0,1241659916.0,65687240.0,61593170.0,,5859193.0,5962894263.0,12197370.0,37287.0,102514.0,,
dubliner,gcc,0,6,vectorwise,24,q6 vectorwise,154.442,25521.8,1391.0,140.0,270384.0,69675914656.0,45713158892.0,2548580991.0,40181424.0,10764440075.0,728646067.0,318192084.0,303192828.0,,6183977.0,10487455092.0,22109582.0,30932.0,663375.0,,
dubliner,gcc,0,6,hyper,24,q6 hyper,210.917,32562.7,389.0,11.0,257232.0,90213977839.0,21539444043.0,1473212248.0,3012820.0,6180385495.0,1230001249.0,66402127.0,60062998.0,,5648920.0,6092673688.0,12154398.0,30257.0,111400.0,,
dubliner,gcc,0,6,hyper,25,q6 hyper,199.773,32184.34,562.0,5.0,257348.0,89548192203.0,21573945428.0,1487024247.0,2903512.0,6203617888.0,1244174580.0,69018759.0,61962381.0,,6042416.0,6103983721.0,12573870.0,26536.0,95130.0,,
dubliner,gcc,0,6,vectorwise,25,q6 vectorwise,149.065,26078.45,1552.0,154.0,271454.0,70848458877.0,46027294060.0,2492482341.0,39508375.0,10860082132.0,728482709.0,316225005.0,307454115.0,,6784056.0,10722799558.0,22487762.0,34415.0,560906.0,,
dubliner,gcc,0,6,hyper,27,q6 hyper,205.779,35544.3,639.0,25.0,257342.0,95865881800.0,21414314706.0,1450634416.0,2861764.0,6185103637.0,1244958860.0,68925525.0,63496744.0,,7218938.0,6259250657.0,12245694.0,46859.0,102673.0,,
dubliner,gcc,0,6,vectorwise,27,q6 vectorwise,143.379,26681.99,1775.0,159.0,271184.0,72932218867.0,46245487905.0,2542821412.0,39601207.0,10937719431.0,734179791.0,308536552.0,295672423.0,,7897927.0,10506464299.0,21943113.0,11961.0,611164.0,,
dubliner,gcc,0,6,hyper,28,q6 hyper,191.027,34499.79,582.0,13.0,257345.0,95427146963.0,21386395985.0,1435599114.0,2956640.0,6170764493.0,1244695789.0,70486420.0,63314439.0,,6081233.0,6023392037.0,12145673.0,3183.0,89629.0,,
dubliner,gcc,0,6,vectorwise,28,q6 vectorwise,141.804,27543.02,1851.0,173.0,271709.0,75173273176.0,46456734998.0,2620458422.0,40076078.0,11057207989.0,731681973.0,311400590.0,299277844.0,,8804474.0,10989793328.0,22349540.0,50118.0,693703.0,,
dubliner,gcc,0,6,hyper,30,q6 hyper,187.3,35808.38,527.0,10.0,257426.0,95573692819.0,21001476340.0,1474441648.0,2801305.0,6097995379.0,1220212343.0,67850995.0,62615372.0,,7170024.0,5974994031.0,11957929.0,8783.0,96768.0,,
dubliner,gcc,0,6,vectorwise,30,q6 vectorwise,134.826,28286.36,1975.0,184.0,272626.0,76440992504.0,46822117448.0,2827757264.0,40506079.0,11138548129.0,743222774.0,312800919.0,303365837.0,,8328668.0,10795533623.0,22328721.0,19757.0,587394.0,,
dubliner,gcc,0,6,hyper,31,q6 hyper,192.986,37993.8,473.0,16.0,257461.0,104938243981.0,21488789709.0,1432824010.0,2881665.0,6223502167.0,1249778463.0,72735108.0,66342610.0,,7012726.0,5741688378.0,11957994.0,7406.0,92582.0,,
dubliner,gcc,0,6,vectorwise,31,q6 vectorwise,133.334,29137.13,2208.0,189.0,273717.0,79610236230.0,47492659500.0,2770594551.0,40941097.0,11293541665.0,744530387.0,312424420.0,299308943.0,,8958558.0,11355670437.0,22707296.0,32558.0,942205.0,,
dubliner,gcc,0,6,vectorwise,33,q6 vectorwise,129.317,29705.03,2036.0,209.0,273270.0,80614304440.0,46454776749.0,2845705649.0,39798329.0,11213884252.0,728511849.0,311955149.0,304175948.0,,10071282.0,10927629145.0,22568727.0,14491.0,599915.0,,
dubliner,gcc,0,6,hyper,33,q6 hyper,166.842,35053.48,580.0,13.0,257494.0,97472030184.0,21752583234.0,1502892574.0,3299487.0,6221249643.0,1237698342.0,68112274.0,61452134.0,,6620121.0,6119114317.0,12298128.0,5738.0,120055.0,,
dubliner,gcc,0,6,hyper,34,q6 hyper,179.465,38791.15,485.0,24.0,257472.0,107744009945.0,21831337344.0,1524282053.0,3184381.0,6302045300.0,1248129721.0,70842725.0,63638714.0,,7027673.0,6071285985.0,12574815.0,3601.0,100183.0,,
dubliner,gcc,0,6,vectorwise,34,q6 vectorwise,126.61,30390.88,2246.0,211.0,274011.0,80108131285.0,45897769696.0,2903093892.0,40352279.0,11193958255.0,718672284.0,313869344.0,305238325.0,,8903300.0,11045491244.0,22557104.0,18997.0,645859.0,,
dubliner,gcc,0,6,vectorwise,35,q6 vectorwise,125.594,30557.5,2337.0,216.0,273545.0,81425334712.0,46293271934.0,2857591518.0,40500235.0,11239915067.0,733559384.0,314833456.0,299726210.0,,9035478.0,10679524596.0,22272505.0,13100.0,672749.0,,
dubliner,gcc,0,6,hyper,35,q6 hyper,171.6,37974.13,574.0,13.0,257564.0,102947880979.0,21452865035.0,1475376510.0,3535548.0,6435179236.0,1242093699.0,71165290.0,62079004.0,,6507745.0,6012093075.0,12253940.0,3749.0,112008.0,,
dubliner,gcc,0,6,hyper,36,q6 hyper,173.603,39585.88,622.0,12.0,257951.0,107011012840.0,21498645907.0,1459782378.0,3666803.0,6220927354.0,1248755414.0,73279706.0,66947302.0,,6786319.0,6025107052.0,12603694.0,5619.0,117564.0,,
dubliner,gcc,0,6,vectorwise,36,q6 vectorwise,123.822,31482.0,2519.0,223.0,275635.0,84810288356.0,47015198326.0,2940308220.0,39319835.0,11230484926.0,728133701.0,313300538.0,303931688.0,,9992004.0,11285008698.0,22762775.0,22180.0,669607.0,,
dubliner,gcc,0,6,hyper,38,q6 hyper,173.769,41730.54,687.0,16.0,257601.0,111726244798.0,21223746478.0,1518411183.0,3805245.0,6429682681.0,1247729223.0,70636575.0,65909054.0,,8085172.0,6241684661.0,12102218.0,7730.0,89521.0,,
dubliner,gcc,0,6,vectorwise,38,q6 vectorwise,122.36,31948.8,2570.0,265.0,274866.0,87014284095.0,46942790949.0,2770307189.0,40866022.0,11478578289.0,743329066.0,313650630.0,300418827.0,,10102885.0,11362862351.0,22517063.0,28970.0,676292.0,,
dubliner,gcc,0,6,vectorwise,39,q6 vectorwise,121.111,32934.58,2880.0,252.0,276837.0,90085988700.0,48041457791.0,3078189150.0,41508579.0,11544014373.0,742374509.0,317127152.0,303412282.0,,10002854.0,11190930566.0,22886598.0,24919.0,732523.0,,
dubliner,gcc,0,6,hyper,39,q6 hyper,161.089,39804.31,1458.0,14.0,257637.0,109264946243.0,21330883072.0,1460927746.0,3572806.0,6225651538.0,1249319222.0,72934685.0,66740203.0,,7385512.0,6102602122.0,12645811.0,6222.0,101246.0,,
dubliner,gcc,0,6,hyper,41,q6 hyper,160.506,41527.57,563.0,14.0,257504.0,114628751710.0,21531587445.0,1455096520.0,3588736.0,6250901329.0,1250716218.0,72948836.0,63314871.0,,7210494.0,6037934405.0,12228897.0,6434.0,98503.0,,
dubliner,gcc,0,6,vectorwise,41,q6 vectorwise,120.07,34304.08,3050.0,262.0,277117.0,93067475977.0,49672959822.0,3547635463.0,43300421.0,12154257326.0,745588319.0,315701461.0,303984091.0,,10542340.0,12026313115.0,22939147.0,127669.0,1086114.0,,
dubliner,gcc,0,6,vectorwise,44,q6 vectorwise,119.414,35976.29,6797.0,272.0,276986.0,97189311823.0,48168156660.0,3044210801.0,43475534.0,11890026278.0,747543789.0,318545847.0,302550162.0,,13085124.0,11576510795.0,22447015.0,36513.0,723210.0,,
dubliner,gcc,0,6,hyper,44,q6 hyper,152.205,42324.82,618.0,18.0,257637.0,114700244768.0,21586698572.0,1529300491.0,2783618.0,6236820447.0,1236772206.0,71814825.0,65512129.0,,8327431.0,5992091529.0,11578621.0,8375.0,127489.0,,
dubliner,gcc,0,6,vectorwise,46,q6 vectorwise,116.94,37554.51,20367.0,297.0,278349.0,100658617988.0,49391794105.0,3363522318.0,42701695.0,11721903250.0,738519932.0,315265960.0,301688626.0,,13133892.0,11930081510.0,23015351.0,129799.0,1019637.0,,
dubliner,gcc,0,6,hyper,46,q6 hyper,155.319,45270.96,883.0,29.0,258008.0,125827030164.0,21723138630.0,1514477089.0,3100201.0,6147137960.0,1203290364.0,71425310.0,65984273.0,,7486897.0,6175688785.0,12516682.0,15354.0,149128.0,,
dubliner,gcc,0,6,hyper,49,q6 hyper,144.037,44481.36,1673.0,27.0,258011.0,123276606305.0,21860057597.0,1573376070.0,3845496.0,6118852614.0,1199934226.0,71241275.0,65782381.0,,8492563.0,5938409184.0,12199675.0,7784.0,144374.0,,
dubliner,gcc,0,6,vectorwise,49,q6 vectorwise,115.787,38537.68,3222.0,332.0,277223.0,103822140839.0,47727954254.0,2895375699.0,42640738.0,11806871106.0,758813327.0,312532891.0,293489963.0,,13025441.0,11660209636.0,22438783.0,26268.0,707569.0,,
dubliner,gcc,0,6,vectorwise,52,q6 vectorwise,114.817,40611.34,4039.0,367.0,280236.0,110091834223.0,49093688610.0,3126125448.0,42369387.0,11710864849.0,746784801.0,310495300.0,297997654.0,,12287966.0,11594844251.0,22379593.0,52024.0,1247717.0,,
dubliner,gcc,0,6,hyper,52,q6 hyper,140.102,46097.48,933.0,24.0,257744.0,122687155819.0,20914910245.0,1483457395.0,3726063.0,6177789109.0,1230996785.0,73299282.0,68190629.0,,10819599.0,6071422467.0,12544213.0,11340.0,188639.0,,
dubliner,gcc,0,6,vectorwise,55,q6 vectorwise,114.807,42523.81,4410.0,366.0,276942.0,113725133352.0,51250580024.0,3862817694.0,44213527.0,12294995341.0,755421746.0,316442792.0,303389144.0,,12057107.0,12174555360.0,22764593.0,40972.0,1630870.0,,
dubliner,gcc,0,6,hyper,55,q6 hyper,134.296,46403.82,1260.0,29.0,257947.0,128824330508.0,22405503217.0,1602087215.0,4601128.0,6555811407.0,1251684541.0,72593536.0,66420447.0,,7677937.0,6186044881.0,12440720.0,292726.0,228360.0,,
dubliner,gcc,0,6,hyper,57,q6 hyper,132.902,47894.4,2062.0,47.0,257802.0,133146625225.0,22239338779.0,1652441971.0,4749336.0,6601802447.0,1234761690.0,72917730.0,67866692.0,,7688381.0,6160102492.0,12954839.0,9884.0,169813.0,,
